name,Price,rpm,noise_level,color,size
Deepcool Gamerstorm Captain 240 PRO,,"[500,1800]",,Black,240
ARCTIC Freezer 34 eSports,,"[200,2100]",,Red / Black,
ARCTIC Freezer 34 eSports DUO,,"[200,2100]",,Yellow / Black,
Scythe Choten TUF Gaming Alliance,,"[300,1200]","[4,24.9]",Black / Yellow,
GameMax Gamma 500 RGB,,"[1000,1800]",,Black / Silver,
Deepcool Neptwin RGB,,"[500,1500]",,Black / Silver,
upHere CC120RGB,,"[600,1700]","[16.1,27.7]",Black / White,120
ID-COOLING ICEFLOW ARGB,,"[900,2000]","[16,31.5]",Black,240
ID-COOLING SE-802-SD,,,,,
GameMax Iceberg 120 Rainbow,,"[600,1800]","[25,32]",Black,120
RAIJINTEK PALLAS 120 RGB,120,"[200,1400]",,Black,
Iceberg Thermal IceSLEET X7 Dual,59.99,"[500,1850]","[0,38]",Teal / Silver,
Evercool EC-NK804A-925EP,19.48,,,,
Silverstone AR11,34.59,"[1200,3000]","[19.3,44.5]",Black / Silver,
Enermax AQUAFUSION,,"[500,2000]","[17,32.6]",White,240
SilenX EFZ-80HA3,34.29,,"[8,24]",,
Thermaltake Floe Riing RGB 360 TR4 Edition,246.53,"[1000,2000]","[21.8,33]",Black,360
Inter-Tech ALSEYE MAX 120,,"[600,1800]","[16.5,32.5]",Black,120
Phanteks PH-TC14PE_BK,,"[900,1200]","[13.4,19]",,
Phanteks PH-TC12DX,,"[600,1800]","[21.9,27.6]",,
Phanteks PH-TC12DX_BK,,"[600,1800]","[21.9,27.6]",,
Deepcool GAMMAXX S40,,"[900,1600]","[17.8,26.1]",,
ARCTIC Freezer i32,67,,,,
Alpenföhn Brocken 2,,,,,
ARCTIC Freezer 33 eSports ONE (Black/Green),,"[200,1800]",,,
GAMDIAS CHIONE E1A-120R,,"[1200,1500]",,Black,120
Scythe KOTETSU Mark II TUF,,"[300,1200]","[4,24.9]",Black / Yellow,
Deepcool GAMMAXX GT TGA,,"[500,1500]","[17.8,27]",Black / Silver,
SilentiumPC Fera 3 RGB HE1224,,"[500,1600]",,Black / Silver,
SilentiumPC Fera 3 EVO ARGB,,"[250,1600]",,White / Silver,
Enermax AQUAFUSION,,"[500,2000]","[17,32.6]",White,120
Thermalright AXP-90R,,,,Orange / Red,
ID-COOLING DK-03A RGB PWM,,"[500,1800]","[14.2,25.6]",,
ID-COOLING SE-213V2,,"[800,1600]","[16,20.2]",,
Thermalright Frozen Magic EX,,,,Black,240
In Win Nebula NR36,138.8,"[400,1800]",,Black / White,360
Iceberg Thermal IceSLEET G4 Silent,37.99,"[600,1200]",,Black / Gray,
RAIJINTEK PALLAS Red,,"[650,1400]",,,
EK EK-Nucleus AIO CR240 Vision D-RGB,,"[500,2200]",,Black,240
ARCTIC Freezer 50 TR (w/ARGB Controller),,"[200,1800]",,Black,
Fractal Design Lumen S28,,"[500,1700]","[10,35.5]",Black,280
Sapphire NITRO+ S360-A,,"[405,2400]","[17.9,36.2]",Black / Silver,360
Akasa X4,,"[600,2500]","[17,29.5]",Black / Silver,
Zalman CNPS9900ALED,,"[800,2000]","[18,38]",,
Thermaltake CL-P0326,,,,,
Enermax ETS-T40-TB,59.99,"[800,1800]","[10,21]",,
Thermaltake Water 3.0 Extreme,,"[1000,2000]",,,240
Enermax Liqmax II 120,,"[500,2000]","[16,35]",,120
Deepcool ICE BLADE 100,,,,,
Alpenföhn Matterhorn Pure,,"[500,1500]","[8,24.8]",,
ARCTIC Freezer 33 eSports ONE (Black/White),,"[200,1800]",,Black / White,
RAIJINTEK LETO R,,"[800,1800]",,Black / Red,
ARCTIC Freezer 34 eSports,,"[200,2100]",,Green / Black,
Rosewill ROCC-16002,,"[800,2000]",,Blue / Black,
Enermax LIQTECH II 360,,"[500,2300]","[14,28]",White,360
Gelid Solutions Phantom Black,,"[750,1600]","[12,26.7]",Black / Silver,
upHere CCF150CF,,"[600,1800]","[16.1,27.7]",Black,
CRYORIG R5,,"[700,1300]","[19,23]",Black,
Phanteks Glacier One 360MP,195,"[500,2200]","[18,34.2]",Black / White,360
Alpenföhn Glacier Water 240,209.59,"[500,1600]",,Black,240
Thermaltake Water 3.0 Riing Red 280,,"[300,1500]","[18.5,26.4]",Black / Red,280
ID-COOLING SE-902-SD V2,,,,,
Jonsbo PISA A4,,"[800,1850]",,White,
Thermalright AXP-200 Muscle,159,"[700,1300]",,Black / White,
Silverstone PF120-ARGB,,"[600,2200]","[7.4,35.6]",Black,120
Evercool HPL-815EP,33,"[1000,4000]","[12,40]",,
Zalman CNPS5X Performa,,"[1400,2800]","[20,32]",,
Enermax ETS-T40F-W,145.83,,,,
Scythe Mugen 5,,"[300,1500]","[4,29.75]",,
Silverstone IceGem 240P,197.48,"[600,2200]","[7.3,36.6]",Black,240
Corsair H70,,"[1600,2000]","[26,31.5]",,120
Rosewill RCX-ZAIO-92,49.99,"[600,2500]","[14.5,25]",,
Noctua NH-U9DX 1366,,"[1000,1600]","[7.9,17.6]",,
Thermaltake Frio OCK,,"[1200,2100]","[21,48]",,
Evercool HPO-12025,,"[1400,2200]","[16,38]",,
Deepcool GAMMAXX 200,,"[900,2200]","[17.8,34.6]",,
Deepcool LUCIFER K2,,"[600,1800]","[18.2,32.4]",,
Thermalright Le Grand Macho,,,,,
OcUK 240mm Extreme,,,,,240
ARCTIC Freezer 33 Plus,,,,,
ID-COOLING Auraflow 240 RGB,,"[700,1800]","[18,35.2]",,240
ID-COOLING FROSTFLOW+ 280,,"[800,1600]","[16.8,32.6]",Black / White,280
Antec Mercury 120 RGB,,"[900,1800]",,Black / White,120
Antec Mercury 240,,"[900,1800]",,Black / White,240
Cooler Master MasterLiquid ML240R RGB Phantom Gaming Edition,,"[650,2000]","[6,30]",Black,240
Enermax Liqtech II 360,,"[500,2300]","[14,28]",Black,360
Cooler Master MA410P TUF Gaming Edition,,"[650,2000]",,Yellow / Black,
Scythe Katana 5,,"[300,2300]","[7.3,28.83]",Black / Silver,
Akasa Nero 3,,"[500,1500]",,Black / Silver,
Cougar AQUA,,"[600,1800]",,Black,120
Cougar AQUA,,"[600,1800]",,Black,360
Iceberg Thermal IceSLEET G4 OC,42.99,"[600,1400]",,Black / Teal,
MSI MAG CORELIQUID RH,,"[500,2000]","[14.3,34.3]",Black,240
MSI MAG CORELIQUID RH,,"[500,2000]","[14.3,34.3]",Black,360
Thermaltake Water 3.0 Riing Red 140,,"[400,1500]","[18.5,26.4]",Black / Red,140
Vetroo U6 Pro,,"[700,1500]","[18.1,30.5]",White,
Thermalright Frozen Magic 360,,,,Black,360
Jonsbo CR-1400,,"[900,2300]","[20,30.5]",White,
Antec KUHLER H2O 950,62.99,,,,120
SilenX EFZ-92HA3,37.21,,"[8,24]",,
Silverstone AR05,42.95,,"[20,28.3]",,
Cooler Master CHD-00008-01-GP,29.98,,,,
FSP Group Windale 4,29.99,"[600,1600]",,Black / Silver,
In Win BR36,117.82,"[400,1800]",,Black / White,360
Antec KUHLER Box,,,,,
Cooler Master V8,,"[800,1800]","[17,21]",,
Thermaltake Frio,,"[1200,2500]","[20,43]",,
Noctua NH-C12P SE14,,"[750,1200]","[10.1,19.6]",,
TUNIQ Tower 120 Extreme,,"[1000,2000]","[16,20]",,
Cooler Master Hyper 612,,"[600,2000]","[9,36]",,
ARCTIC Alpine 11 Pro Rev. 2,,"[500,2000]",,,
Thermaltake CLP0600,,"[1000,2400]","[19.3,30]",,
ARCTIC Alpine 11,,"[900,2000]",,,
ARCTIC Alpine 64 GT,,"[500,2000]",,,
Thermaltake NiC C5,,"[1000,2000]","[20,39.9]",,
Thermalright TRUE Spirit 120M(BW) Rev.A,,"[600,1300]",,,
RAIJINTEK TISIS,,"[600,1000]",,,
NoFan CR-95C,,,,,
Cooler Master MasterLiquid Pro 120,,"[500,2000]","[6,30]",,120
Cooler Master V8 Ver.2,,,,,
be quiet! Silent Loop 120,,,"[16.1,36.9]",,120
Enermax ETS-T50 AXE (Black),,"[800,1800]","[18.9,25]",,
Deepcool CAPTAIN 120EX RGB,,"[500,1800]","[17.6,31.3]",,120
ARCTIC Freezer 33 eSports ONE (Black/Yellow),,"[200,1800]",,Black / Yellow,
Rosewill PB240,,"[600,1800]",,Black,240
Jonsbo CR-201 HIVES (Black),,"[800,1500]","[18.5,30.8]",Black,
CRYORIG H7 ULTRA,,"[300,1600]",,Black / Silver,
Thermalright AXP-100RH,,"[900,2500]",,Black / Red,
ID-COOLING SE-224-XT RGB,,"[900,2000]","[16.2,31.5]",Black / White,
RAIJINTEK Orcus 240 RGW,69.99,"[400,1800]",,Black,240
Alpenföhn Glacier Water 360,,"[500,1600]",,Black,360
Alpenföhn Glacier Water 240 High Speed,,"[500,2200]",,Black,240
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,49.99,"[600,1400]",,Black,
ID-COOLING DK-03 RAINBOW,,"[500,1800]","[14.2,25.6]",,
ID-COOLING SE-902-SD,,,,,
Jonsbo CR-1100,,"[600,1500]","[18,31]",Gray / Black,
Inter-Tech ALSEYE H240,,"[800,2000]","[13.5,35.2]",Black,240
Silverstone IceGem 280,155.84,"[600,1600]","[9.8,23.4]",Black,280
Silverstone NT07-115X,27.99,"[1200,3400]","[18,26]",,
RAIJINTEK Orcus 120 RGW,74.98,"[400,1800]",,Black,120
Deepcool CASTLE 240EX RGB,,"[500,1800]",,Black,240
Alpenföhn Glacier Water 280,,"[500,2000]",,Black,280
Alpenföhn Glacier Water 360 High Speed,,"[500,2200]",,Black,360
Noua Siberus Pro 240,,"[800,1800]",,Black,240
Noua Numb,,"[800,1600]",,Black,
Dynatron R14,42.95,"[1500,7000]","[16,47.5]",,
ID-COOLING DK-01S,,,,,
In Win BR24,79,"[400,1800]",,Black / White,240
Cooler Master V6 GT,,"[800,2200]","[15,38]",,
Rosewill RCX-Z775-LP,,"[600,2600]","[16,24.5]",,
ARCTIC Freezer 13 Pro,,"[300,1350]",,,
Phanteks PH-TC14PE_RD,,"[700,1200]","[13.4,19]",,
Phanteks PH-TC14PE,,"[700,1200]","[13.4,19]",,
Zalman ZM-CNPS14X,,"[950,1350]","[17,21]",,
Thermaltake Contac 16,,,,,
ARCTIC Alpine 11 Plus,,"[600,2000]",,,
ARCTIC Freezer i30 Extreme,,"[400,1350]",,,
be quiet! Shadow Rock Pro SR1,,,"[7.8,21.4]",,
Rosewill AIOLOS,,,,,
Scythe Kotetsu,,"[400,1400]","[5.3,28]",,
Fractal Design Kelvin S36,,"[800,1700]",,,360
LEPA AquaChanger 120,,"[500,2300]","[14,35]",,120
SilentiumPC Spartan LT HE922,,"[800,2000]","[9.9,21.9]",,
Antec Kühler H600 Pro,,"[600,2400]","[16,35]",,120
ID-COOLING FROSTFLOW 240L-W,,"[800,2000]","[20,38.2]",,240
Reeven Steropes RC-1206b,,"[500,2000]","[9.32,33.67]",,
Deepcool CAPTAIN 120EX WHITE,,"[500,1800]","[17.6,31.3]",,120
Deepcool CAPTAIN 240 EX,,"[500,1800]","[17.6,31.3]",,240
be quiet! Silent Loop 240,,,"[16.1,36.9]",,240
Deepcool LUCIFER V2,,"[300,1400]","[12.6,31.1]",,
ID-COOLING IS-40V3,,"[600,2500]","[14,33]",,
ARCTIC Freezer 33 eSports Edition (Black/Red),,"[200,1800]",,,
Zalman CNPS8X Optima,,"[1200,2100]","[18.2,30]",,
ID-COOLING AURAFLOW 240 SNOW,,"[700,1800]","[18,35.2]",White,240
Alphacool EISBAER LT120,,"[550,1700]",,Black,120
SilentiumPC Navis RGB 120,,"[800,2300]",,Black,120
SilentiumPC Navis RGB 280,,"[800,1800]",,Black,280
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"[650,2000]",,,120
CRYORIG C7 RGB,,"[600,2500]",,White,
Deepcool Captain 240 Pro,,"[500,1800]",,Black,240
Thermalright MACHO Rev.C,,"[600,1500]","[19,23]",Silver / Black,
Rosewill PB240-RGB,,,,Black,240
Enermax Liqfusion 360,,"[500,2000]","[14,28]",Black,360
ID-COOLING IS-50X,,"[600,1600]","[13.8,30.2]",Black,
ID-COOLING ZOOMFLOW X,,"[700,1500]","[18,26.4]",White,360
ID-COOLING SE-224-XT ARGB V2,,"[900,2000]","[16.2,31.5]",,
Akasa Soho H4,,"[500,2000]","[14.2,31.8]",Black,
ID-COOLING DK-17 PWM,,"[600,2200]","[14.2,25.8]",,
ID-COOLING SE-224-XT BLACK V2,,"[700,1800]","[15.2,35.2]",,
Thermalright Frozen Magic 240,,,,Black,240
Thermalright Frozen Magic EX,,,,Black,120
Thermaltake TH280 V2 Ultra ARGB Sync,,"[500,2000]",,White,280
Dynatron R13,51.72,"[1100,6000]","[19.1,53.8]",,
RAIJINTEK Orcus 360 RGW,94.99,"[400,1800]",,Black,360
Dynatron Q12,39.95,,"[16,35.98]",,
Dynatron K199,36.85,"[1000,5000]","[20.71,51.7]",,
Silverstone NT06-PRO-V2,82.99,"[1000,2200]",,Silver / Black,
Silverstone Argon AR10-115XS,39.99,"[500,4000]","[18.07,39.03]",,
Iceberg Thermal IceSLEET G3,34.99,"[600,1200]",,Black / Gray,
Inter-Tech ALSEYE X240,,,,Gray / Black,240
Cooler Master DK9-7E52A-0L-GP,42.99,,,,
Dynatron R9,41.95,"[1000,4500]","[13.14,45.9]",,
CRYORIG A40 ULTIMATE,,"[600,2200]","[13,37]",,240
Silverstone HE01-V2,99.99,"[500,2000]","[18,41]",Silver / Black,
ARCTIC Alpine 64 Pro Rev 2,,"[500,2000]",,,
Cooler Master Hyper N520,,,,,
Xigmatek Thors Hammer,,,,,
StarTech FAN7751U,,,,,
StarTech FANK8AM2,,,,,
Gelid Solutions Slim Silence 775,,"[1100,2300]","[15,24.5]",,
Prolimatech Megahalems Rev.B,,,,,
NZXT HAVIK 140,,,,,
Thermaltake Water 2.0 Pro,,"[1200,2000]","[10,27.36]",,120
Xigmatek ld964,,"[1000,2800]",,,
Zalman CNPS90F,,,,,
Fractal Design Kelvin T12,,"[800,1700]",,,120
LEPA AquaChanger 240,,"[500,2300]","[14,35]",,240
Scythe Mugen MAX,,"[500,1300]","[13,30.7]",,
Enermax Liqmax II 240,,"[500,2000]","[16,35]",,240
Enermax ETS-T40F-BK,,"[800,1800]","[16,26]",,
ID-COOLING SE-214,,,"[16.2,29.2]",,
Alpenföhn ATLAS,,"[400,1800]","[8,24.3]",,
ID-COOLING ICEKIMO 120W,,,"[18,26.4]",,120
ARCTIC Freezer 33 eSports Edition (Black/White),,"[200,1800]",,,
ARCTIC Alpine 11 - Passive,,,,,
Enermax ETS-N30R-HE,,"[600,2800]","[12,28]",,
Deepcool CAPTAIN 360EX WHITE RGB,,"[500,1800]","[17.6,31.3]",,360
ID-COOLING FROSTFLOW+ 120 SNOW,,"[700,1500]","[18,26.4]",White,120
RAIJINTEK JUNO-X,,"[1200,2500]",,Green / Black,
RAIJINTEK LETO B,,"[800,1800]",,Black / Blue,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"[600,1800]","[6,31]",Black / Yellow,
Deepcool MAELSTROM 240 RGB,,"[500,1800]","[17.8,30]",Black,240
Antec Mercury 240 RGB,,"[900,1800]",,Black / White,240
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,"[650,2000]","[8,30]",Black,
Scythe Mugen 5 TUF Gaming Alliance,,"[300,1200]","[4,24.9]",Brown / Black,
Rosewill ROCC-17001,,"[1500,2500]","[13,25]",Silver,
SilentiumPC Navis RGB 360,,"[500,1600]",,Black / White,360
Alpenföhn Brocken 3,,"[400,1050]",,White,
Zalman CNPS16X,,"[800,1500]",,Black,
In Win SR36,159,"[500,2500]",,Black,360
Thermalright Assassin King 120 Plus,,,,Black / Silver,
Fractal Design Lumen S36,,"[500,2000]","[10,33.2]",Black,360
Asus TUF Gaming LC RGB,,"[800,2000]",,Red / Black,240
ID-COOLING SE-914-XT ARGB V2,,"[600,2200]","[14,25.8]",,
ID-COOLING SE-234-ARGB V2,,"[500,1500]","[13.8,30.5]",,
Jonsbo CR-1000 EVO Standard,,"[600,1500]","[22,32]",Black,
GameMax Iceberg 240 Rainbow,,"[600,1800]","[25,32]",Black,240
RAIJINTEK Orcus 280 RGW,72.09,"[400,1800]",,Black,280
Silverstone NT07-AM2,25.6,"[1500,2500]","[15,25]",,
Dynatron R8,44.4,,,,
Evercool HPM-12025,45,"[800,2500]","[15,35]",,
Silverstone AR08,37.53,"[1500,2800]","[14.1,27.7]",Blue / Silver,
Cooler Master Vortex Plus,,"[800,2800]","[17,35]",,
ARCTIC Freezer 33 CO,,,,,
Antec KUHLER Shelf,,,,,
Zalman CNPS11X Extreme,,"[1000,1950]","[17,33]",,
Thermaltake MeOrb II,,"[1500,2500]","[18.5,28]",,
Silverstone Argon AR10-115XP,47.83,"[500,4000]","[18.07,39.03]",,
Enermax Liqtech TR4 II 240,155.99,"[500,2300]","[14,28]",Black,240
In Win SR24,133.55,"[500,2500]",,Black,240
GAMDIAS CHIONE E2,,"[800,1800]",,Black,120
Noua Siberus Pro 120,,"[800,1800]",,Black,120
Noua Numb,,"[800,1600]",,White,
Noua Vex,,,,Black / Silver,
Thermalright Core Matrix,,,,Black,360
Cooler Master GeminII S,,"[1000,2000]","[17,21]",,
Zalman CNPS9900MAX-R,,"[900,1700]","[18,30]",,
Zalman CNPS 9700 NT,,"[1250,2800]","[19.5,35]",,
Zalman CNPS10X QUIET,,"[700,1400]",,,
Rosewill RCX-Z300,,,,,
Silverstone NT07-1156,,"[1200,3000]","[15,38]",,
Xigmatek LOKI SD963,,"[1200,2800]","[20,28]",,
ZEROtherm ZT-570D,,"[900,2300]",,,
Thermaltake CLP0550,,"[740,3700]","[21,40]",,
Zalman CNPS7X LED,,"[1250,1950]","[17,25]",,
Gelid Solutions Rev. 1 Tranquillo,,"[750,1500]","[12,25.5]",,
Antec KUHLER H2O 920,,"[700,2400]",,,120
Thermalright Silver Arrow,,"[500,1300]","[17,21]",,
ARCTIC Alpine 11 GT Rev. 2,,"[500,2000]",,,
Zalman CNPS12X,,"[850,1200]","[22,24]",,
Cooler Master X6 Elite,,"[600,1800]","[9,34.6]",,
Xigmatek Dark Knight II SD1283,,"[1000,2200]",,,
Zalman CNPS10X OPTIMA,,"[1000,1700]","[17,28]",,
Zalman CNPS11X Performa,,"[1000,1600]","[17,26]",,
Thermaltake A1964,,,,,
Dynatron R16,,"[1000,6000]","[21.5,55.8]",,
Dynatron R19,,,,,
Zalman LQ-320,,"[900,2000]",,,120
Cooler Master Seidon 120XL,,"[600,2400]","[19,40]",,120
Evercool HPQ-12025,49.99,"[800,2200]",,,
Cooler Master RR-T612-20PK-R1,,,"[9,36]",,
Cooler Master RR-T812-24PK-R2,,"[600,2400]","[19,40]",,
Zalman FX100,,,,,
Thermalright TS-120M(BW),,"[600,1300]",,,
Akasa Nero 3,,"[500,1500]",,,
Thermalright Silver Arrow IB-E Extreme,,"[600,2500]","[21,45]",,
CRYORIG C1,,"[700,1300]",,,
Thermalright TRUE Spirit 140 POWER,,"[900,1300]","[17,21]",,
Zalman FX70,,,,,
Deepcool GABRIEL,,"[900,1800]","[18.2,32.4]",,
Deepcool CAPTAIN 240,,"[600,2200]","[17.6,39.29]",,240
Swiftech H240-X,,"[700,1800]","[8.3,28.8]",,280
Akasa Venom Medusa,,"[500,1600]","[6.9,28.9]",,
Xigmatek Apache II,,"[1200,2500]",,,
ID-COOLING IS-VC45,,"[600,2500]","[14,33]",,
ARCTIC Freezer i30,,"[400,1350]",,,
CRYORIG A40,,"[600,2200]","[13,37]",,240
CRYORIG A80,,"[600,1850]","[13,38]",,280
Gelid Solutions Polar,,"[1400,2000]","[16,28.9]",,
Thermalright Macho X2 Limited Edition,,,,,
Deepcool CAPTAIN 120 WHITE,,"[600,2200]","[17.6,39.29]",,120
Deepcool CAPTAIN360EX,,"[500,1800]","[17.6,31.3]",,360
Reeven Brontes RC-1001b,,"[650,2200]","[10.5,31.67]",,
Silverstone NT08-115X,34.99,"[1200,3500]","[21.56,62.88]",,
be quiet! Silent Loop 280,,,"[16.1,37.3]",,280
Deepcool Maelstrom 240T,,"[600,1800]","[17.8,34.1]",,240
Cooler Master MasterAir Pro 4,,"[650,2000]","[6,30]",,
Alpenföhn Brocken 2 PCGH,,,,,
Alpenföhn Olymp,,"[300,1400]","[8,26.8]",,
Gelid Solutions Rev. 4 Tranquillo,,"[750,1600]","[12,26.7]",,
Gelid Solutions Rev. 2 Tranquillo,44.96,"[750,1500]","[12,25.5]",,
Enermax LiqTech TR4 360,,"[500,2300]","[14,28]",,360
ARCTIC Freezer 33 TR (Black/Red),,"[200,1800]",,,
Enermax ETS-N30R-TAA,,"[800,2800]","[16,27]",,
RAIJINTEK JUNO-X,,"[1200,2500]",,Blue / Black,
ID-COOLING AURAFLOW 120 SNOW,,"[700,1800]","[18,35.2]",White,120
Antec Mercury 120,,"[900,1800]",,Black / White,120
LEPA NEOllusion-RGB M/B Sync,,"[400,1800]","[14,33]",Black,
Akasa Venom,,"[600,1900]","[6.9,28.9]",Yellow / Black,
Jonsbo CR-201 HIVES (White),,"[800,1600]","[18,26.1]",White,
ARCTIC Alpine AM4 LP,,"[100,2000]",,Black / White,
GameMax Iceberg 120,,"[600,1800]","[25,32]",Black,120
Enermax Liqtech II 280,,"[500,1500]","[14,25]",Black,280
Rosewill PB120-RGB,,"[800,1800]",,Black,120
Gelid Solutions Phantom,,"[750,1600]","[12,26.7]",Black / Silver,
Gelid Solutions Sirocco,,"[750,2000]",,Black / Silver,
upHere AC12,,"[600,1750]","[16.1,27.7]",Black,
GAMDIAS CHIONE M1,165.99,"[600,1200]",,Black,280
Thermalright AXP-90i FULL Copper,,,,Orange / Brown,
ID-COOLING DK-19 PWM,,"[600,2200]","[14.2,25.8]",,
ID-COOLING DK-01T,,,,,
ID-COOLING SE-914-XT BASIC V2,,"[600,2200]",,,
ID-COOLING SE-223 BASIC,,"[500,1600]","[16,20.2]",,
ID-COOLING SE-213 RAINBOW,,"[500,1600]","[16,20.2]",,
ID-COOLING ZOOMFLOW 360,,"[900,2000]","[16.3,33.5]",Black,360
ID-COOLING ICEFLOW 240 ARGB SNOW,,"[900,2000]","[16,31.5]",White,240
Jonsbo HX6240,,"[700,1800]","[28,37.6]",Beige,
Jonsbo PISA A5,,"[800,1850]",,Gray,
Noua Siberus TR241,,"[800,1800]","[25,32]",White,240
Inter-Tech ALSEYE H360,,"[800,2000]","[13.5,35.2]",Black,360
Thermaltake TOUGHLIQUID ARGB,,"[500,2500]",,Black,360
Thermalright Frozen Fusion ARGB,,,,Black,360
ID-COOLING DK-07A RAINBOW,,"[500,1800]","[14.2,25.6]",Black,
Thermaltake TH240 V2 Ultra ARGB Sync,,"[500,1800]",,White,240
Prolimatech PRO-GNSS-BK,,,,,
Prolimatech PRO-ARMGD,,,,,
Xigmatek HDT-D1284,49,"[800,1500]",,,
Dynatron R15,44.53,,,,
Gelid Solutions Slimhero,,"[750,1600]","[12,25.4]",,
Gelid Solutions SnowStorm,44.99,"[900,2200]","[10,24.1]",,
Phanteks PH-TC12LS_RGB,,,,Black / White,
Cooler Master RR-LEE-L911-GP,,,,,
Thermaltake CL-P0187,77,,,,
ARCTIC Freezer A11,29.99,"[500,2000]",,,
Thermalright ARO-M14O,,"[300,1300]","[15,21]",Orange / Silver,
GameMax Iceberg 240 ARGB,,,,Black,240
Cooler Master DP6-9EDSA-0L-GP,,,,,
Cooler Master V10 Hybrid TEC,,"[800,2400]",,,
Cooler Master RR-H101-22FK-RI,,,,,
Thermaltake CL-P0401,69.98,"[1300,2000]","[16,24]",,
Thermaltake CL-P0497,,,,,
Thermaltake CLP0534,,"[1200,2400]","[20,26.9]",,
Thermaltake CLP0579,,"[800,2000]","[15,33.2]",,
Zalman CNPS9700 LED,,"[1250,2800]","[19.5,35]",,
Xigmatek Aegir SD128264,,"[1000,2200]",,,
Zalman CNPS8000A,,"[1400,2600]","[20,30]",,
Cooler Master Hyper 612 PWM,,"[600,2000]","[9,36]",,
Scythe SCNJ-3100,,"[470,1900]","[7.05,37]",,
Prolimatech PRO-GNSS,77.9,"[800,1600]",,,
Phanteks PH-TC14PE_OR,,"[700,1200]","[13.4,19]",,
Phanteks PH-TC14PE_BL,,"[700,1200]","[13.4,19]",,
Cooler Master TPC 812,,"[600,2400]","[19,40]",,
Cooler Master Gemin II S524,,"[800,1800]","[15.1,31.6]",,
Phanteks PH-TC14CS,,"[700,1200]","[13.4,19]",,
Scythe SCKTN-4000,,"[300,2500]","[7.2,31.07]",,
Titan EC-TTC-NC05TZ,,"[800,1500]","[15.3,29]",,
Thermaltake CLP0587,74.98,"[1200,1800]",,,
Phanteks PH-TC14CS_BK,,,"[13.4,19]",,
Xigmatek Dark Knight SD1283,,"[1000,2200]",,,
NZXT Respire T20,,"[1300,1800]","[26.5,34]",,
NZXT Respire T40,,"[1300,1800]","[26.5,34]",,
ARCTIC Freezer i30 CO,,"[400,1350]",,,
Silverstone TD02,,"[1500,2500]","[16,33.5]",,240
Zalman CNPS80F,,,,,
ARCTIC Alpine 7 GT,,,,,
Thermaltake CLW0214,,"[1200,2500]","[20,43]",,120
Titan TTC-NK85TZ/CS2,,"[800,2200]","[15,35]",,
Thermalright HR-02 Rev.A(BW),,"[900,1300]","[17,21]",,
ARCTIC Freezer i11,,"[500,2000]",,,
Thermaltake NiC L32,,"[500,1800]","[18,38.4]",,
Thermalright SILVER ARROW IB-E,,"[900,1300]","[21,25]",,
Thermalright Venomous X RT Rev.SB-E,,"[700,1500]","[17,28.5]",,
RAIJINTEK THEMIS,,"[1000,1500]",,,
RAIJINTEK ZELOS,,"[800,1400]",,,
RAIJINTEK RHEA,,"[800,2200]",,,
RAIJINTEK AIDOS,,"[1000,2200]",,,
LEPA LPALV12-BK,,,,,
Swiftech H220-X,,"[800,1800]","[16,33]",,240
Thermaltake CL-P008-AL09WT-A,,,,,
Prolimatech Basic 45,,"[1000,2000]",,,
Prolimatech Basic 65,,"[600,1600]",,,
Fractal Design Kelvin S24,,"[800,1700]",,,240
Cooler Master Glacer 240L Ver. 2,,,"[19,40.33]",,240
Akasa Nero LX,,"[600,1900]","[11.5,31.5]",,
X2 ECLIPSE IV,,"[800,2000]","[10,24]",,
Scythe SCNJ-4000,,"[300,1500]","[4,29.5]",,
Thermalright TRUE Spirit 140 (BW),,"[300,1300]","[15,21]",,
Deepcool ASSASSIN II,,"[300,1400]","[17.8,27.3]",,
Silverstone NT01-PRO,,,,,
Deepcool CAPTAIN 240 WHITE,,"[600,2200]","[17.6,39.29]",,240
ID-COOLING SE-214X,,,"[16.2,29.2]",,
Thermalright Macho Direct,,"[300,1300]","[15,21]",,
Reeven Justice,54.9,"[300,1500]","[4,29.8]",,
Reeven Vanxie,,"[800,3300]","[8.2,32.5]",,
Thermaltake Riing Silent 12 Blue,,"[300,1400]","[13,18]",,
Phononic HEX 2.0,,"[1000,2650]","[17,33]",,
Deepcool Maelstrom 120T RF,,"[600,1800]","[17.8,34.1]",,120
Deepcool Maelstrom 240,,"[600,2200]","[17.6,39.3]",,240
RAIJINTEK EREBOSS CORE EDITION,,,,,
Enermax LiqTech TR4 240,,"[500,2300]","[14,28]",,240
ARCTIC Freezer 33 PENTA,,"[120,1350]",,,
ARCTIC Freezer 12 CO,,,,,
Thermalright AXP-100H MUSCLE,,"[900,2500]","[22,30]",,
Deepcool CAPTAIN 240EX RGB WH,,"[500,1800]","[17.6,31.3]",White / Black,240
Scythe SCBYK-1000,,"[300,2300]","[7.2,28.26]",Silver / Black,
Cooler Master MasterAir MA620P TUF Gaming Edition,,"[600,1800]","[6,31]",Black / Yellow,
CRYORIG H7 Plus,,"[300,1600]",,Black / Silver,
Enermax Liqtech TR4 II 280,,"[500,1500]","[14,25]",Black,280
