name,price,type,efficiency,wattage,modular,color
RIOTORO BUILDER,,ATX,plus,500,false,Black / Red
Silverstone VIVA,,ATX,gold,750,false,Black
Antec High Current Gamer,,ATX,bronze,620,false,
EVGA 750 B3,,ATX,bronze,750,Full,
Rosewill ARC 650,,ATX,bronze,650,false,
Rosewill ARC 550,,ATX,bronze,550,false,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,700,Semi,Black / Orange
Super Flower Golden Green HX,,ATX,gold,550,false,
Zalman ACRUX,,ATX,platinum,1000,Full,Black / Silver
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,1050,Full,Black
Fractal Design Anode Bronze,,ATX,bronze,650,Semi,Black
Rosewill VALENS-600,140,ATX,gold,600,false,
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,750,Full,White
Antec Basiq,200,ATX,plus,550,Semi,
Deepcool PM800D,,ATX,gold,800,false,Black
be quiet! Pure Power 10 CM,,ATX,silver,700,Semi,
SeaSonic X,,ATX,gold,750,Full,
SeaSonic M12II,,ATX,bronze,650,Semi,
SeaSonic S12III,,ATX,bronze,450,false,Black
Antec NeoECO,,ATX,bronze,620,false,
Deepcool PK800D,,ATX,bronze,800,false,Black
Super Flower Legion GX Pro,,ATX,gold,650,Semi,Black
SeaSonic CORE GX-500,,ATX,gold,500,Full,Black / Gold
Antec NeoECO,,ATX,bronze,550,Semi,Black
FSP Group Berserker 500,,ATX,bronze,500,false,
Thermaltake Litepower,,ATX,,350,false,
Corsair CS850M,,ATX,gold,850,Semi,
Fractal Design Integra M,,ATX,bronze,650,Semi,
SeaSonic PRIME Platinum,,ATX,platinum,1200,Full,
be quiet! Pure Power L8,,ATX,bronze,530,Semi,
be quiet! Power Zone 1000W,,ATX,bronze,1000,Full,
Super Flower Leadex III ARGB Pro,189,ATX,gold,750,Full,Black
Antec VP,,ATX,,500,false,
XFX XTR,,ATX,gold,550,Full,
SeaSonic M12II,,ATX,bronze,750,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,1300,Full,
Cougar SL500,,ATX,,500,false,
SeaSonic X,,ATX,gold,1050,Full,
Cooler Master Silent Pro M,,ATX,bronze,1000,Semi,
SeaSonic SS-460FL Active PFC F3,,ATX,platinum,460,Full,
SeaSonic PRIME Titanium,,ATX,titanium,1000,Full,
Corsair GS800 2013 Edition,,ATX,bronze,800,false,
Antec NeoECO V2,,ATX,bronze,650,Semi,Black
BitFenix Whisper M,,ATX,gold,750,Full,
HEC HEC200SA-2FX,,Mini ITX,,200,false,
Cooler Master B500,,ATX,,500,false,
FSP Group HEXA 85+,,ATX,bronze,450,false,Black
EVGA 650 GD,,ATX,gold,650,false,Black
Cooler Master GX,,ATX,plus,650,false,
Enermax EMG900EWT,,ATX,gold,900,Full,
Antec NeoECO Classic,,ATX,bronze,650,false,Black
Rosewill LEPTON 600,,ATX,gold,600,Semi,Black
Thermaltake TR2,,ATX,,700,false,
XFX TS,,ATX,gold,650,false,
Cougar GX-F,,ATX,gold,650,Full,Black / Orange
Silverstone Strider,,ATX,plus,400,false,
SeaSonic CORE GM,,ATX,gold,550,Semi,Black
Cooler Master MWE GOLD 550 V2,,ATX,gold,550,false,Black
Antec Earthwatts,,ATX,bronze,500,false,
Fractal Design Newton R3,,ATX,platinum,600,Semi,
Rosewill Glacier 700M,,ATX,bronze,700,Semi,
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black
Montech CENTURY,,ATX,gold,550,Full,Black
Rosewill HIVE,,ATX,bronze,550,Full,
LC-Power LC6450 V2.3,,ATX,bronze,450,false,Black
Enermax Platimax D.F.,,ATX,platinum,600,Full,Black
XFX XTR,,ATX,gold,650,Full,
OCZ ZT,,ATX,bronze,750,Full,
BitFenix Formula Bronze,,ATX,bronze,700,false,Black
Cougar SL600,,ATX,,600,false,
OCZ ModXStream Pro,,ATX,plus,500,Semi,
Nexus NX-5000 R3,,ATX,bronze,530,false,
XFX XT,,ATX,bronze,600,false,
GAMDIAS ASTRAPE P1 G,,ATX,gold,650,Full,Black / Multicolor
Zalman zm-500-LE,,ATX,,500,false,
Xigmatek Vector,,ATX,gold,850,Semi,
EVGA 550 GD,,ATX,gold,550,false,Black
RIOTORO BUILDER,,ATX,plus,600,false,Black / Red
Sentey MBP HM,,ATX,bronze,750,Semi,Black
Antec High Current Gamer,,ATX,bronze,850,Semi,
Cooler Master V Semi-Modular,,ATX,gold,650,Semi,
EVGA SuperNOVA NEX1500 Classified,,ATX,gold,1500,Full,
be quiet! PURE POWER L8 400W,,ATX,bronze,400,false,
EVGA SuperNOVA 850 GS,,ATX,gold,850,Full,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,,ATX,titanium,1250,Full,Black
Montech TITAN GOLD 750W,,ATX,gold,750,Full,Black
be quiet! Straight Power 10,,ATX,gold,600,false,
Azza PSAZ-500B12,,ATX,,500,false,
FSP Group SFX Pro,,SFX,bronze,350,false,Black
Corsair VS350,,ATX,,350,false,
SeaSonic SSP-300TBS,74.75,TFX,bronze,300,false,Silver
Athena Power AP-MFATX40P8,,Flex ATX,bronze,400,false,
Silverstone VA550-B,,ATX,bronze,550,false,Black
FSP Group DAGGER PRO ATX3.0,,SFX,gold,850,Semi,Black
Cooler Master GX III GOLD,,ATX,gold,650,Full,Black / Purple
FSP Group FSP300-57FCB,,Flex ATX,gold,300,Full,Black
Enermax REVOLUTION SFX,,SFX,gold,650,Full,Black
KOLINK KL-SFX450,,SFX,bronze,450,false,Black / Green
Cooler Master Elite V2,,ATX,,550,false,
be quiet! Pure Power 10 CM,,ATX,silver,600,Semi,
Thermaltake Smart,,ATX,plus,430,false,
Thermaltake Toughpower Grand,,ATX,platinum,600,Semi,
Antec True Power,,ATX,bronze,550,Full,
Antec True Power,,ATX,bronze,750,Semi,
Cooler Master eXtreme Power Plus,,ATX,,700,false,
Raidmax RX-850AE,,ATX,gold,850,Semi,
Rosewill Green,170,ATX,plus,530,false,
Silverstone Strider,,ATX,bronze,500,Full,
be quiet! System Power 8,,ATX,plus,400,false,
CoolMax ZX-600,,ATX,plus,600,false,
Montech GAMMA II,,ATX,gold,650,false,Black
Athena Power APOLLO 600,,SFX,bronze,600,false,
Cooler Master MasterWatt 650 TUF Gaming Alliance Edition,,ATX,bronze,650,Semi,Black / Gray
GameMax GM,,ATX,gold,500,Semi,Black
Cooler Master Elite,,ATX,,460,false,
Cooler Master GX,,ATX,plus,750,Semi,
Corsair CX850M V2 (2017 Edition),,ATX,bronze,850,Semi,Black / White
SeaSonic S12II,,ATX,bronze,750,Full,
Azza PSAZ-700A14,,ATX,bronze,700,false,
Cooler Master MWE Bronze,,ATX,bronze,450,false,Black
Thermaltake Toughpower,,ATX,gold,1200,Semi,
FSP Group Hydro PTM PRO,179.99,ATX,platinum,850,Full,Black
Kingwin ABT-1050MM,94.98,ATX,,1050,false,
Fractal Design Anode Bronze,178.93,ATX,bronze,750,Semi,Black
SeaSonic SS-300ES Bronze,104.44,ATX,bronze,300,false,
In Win IP-S300FF1-0,55.13,TFX,plus,300,false,
Silverstone Essential,,ATX,gold,650,Semi,Black / Blue
LC-Power LC1000 V2.4,,ATX,platinum,1000,Full,Black
be quiet! Pure Power 10 CM,,ATX,silver,500,Semi,
Antec VP650P,,ATX,,650,false,
Rosewill Glacier 1000M,,ATX,bronze,1000,Semi,
Rosewill Glacier 850M,,ATX,bronze,850,Semi,
Thermaltake TR2,,ATX,gold,700,false,
Apevia ATX-CB700W,,ATX,,700,false,
Cooler Master i700,,ATX,bronze,700,false,
Cooler Master Extreme 2,,ATX,,525,false,
Antec NeoECO Gold,,ATX,gold,650,Full,
Zalman TX,,ATX,,600,false,
SeaSonic G,,ATX,gold,750,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,950,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,650,Semi,White / Black
SeaSonic X,,ATX,gold,660,Full,
XFX TS,,ATX,gold,750,false,
FSP Group Raider S 550,,ATX,silver,550,false,
Cooler Master Hyper White,,ATX,plus,500,false,Black
Rosewill Capstone G850,,ATX,gold,850,Semi,
SeaSonic S12G,,ATX,gold,550,false,
Cougar CMX700V3,,ATX,bronze,700,Semi,
Cooler Master New GX,,ATX,bronze,450,false,
Super Flower Leadex Silver,,ATX,silver,550,Full,
Nfortec Sagitta RGB,,ATX,gold,750,Full,Black
Fractal Design Integra R2,,ATX,bronze,500,false,
be quiet! Straight Power 10 CM,,ATX,gold,600,Semi,
LC-Power LC6650GP3 V2.3 230V,,ATX,silver,650,false,Black
SeaSonic PRIME Ultra Platinum 550,,ATX,platinum,550,Full,Black
Zalman ACRUX,,ATX,platinum,1200,Full,Black / Silver
be quiet! TFX Power 3 300,,TFX,bronze,300,false,Black
Zalman ACRUX,,ATX,platinum,850,Full,Black / Silver
Noua Volture X GX-MVX,,ATX,gold,850,Full,Black
SeaSonic SSP-300SFG,,SFX,gold,300,false,
Antec Basiq,88.34,ATX,,350,false,
LC-Power LC1200P V3.0,,ATX,platinum,1200,Full,Black
Ultra X4,,ATX,bronze,750,Full,
Corsair TX650,,ATX,bronze,650,false,
SeaSonic Platinum,,ATX,platinum,860,Full,
Apex AL-D500EXP,,ATX,,500,false,
Thermaltake Toughpower Grand,,ATX,gold,650,Semi,
be quiet! System Power U9,,ATX,bronze,500,false,Black
Antec NeoECO 550 Gold,,ATX,gold,550,Semi,Black
Sentey XPP725-PS,,ATX,,725,Semi,
Cougar LX500,,ATX,bronze,500,Full,Black
XFX XT,,ATX,bronze,500,false,
Corsair VX450,,ATX,plus,450,false,
Cooler Master MasterWatt Maker,,ATX,titanium,1200,Full,
FSP Group Berzerker,,ATX,bronze,500,false,
Silverstone Strider Titanium,,ATX,titanium,700,Full,
FSP Group FSP500-50FGGBN,,Flex ATX,gold,500,false,
Corsair VS600,,ATX,plus,600,false,
Segotep GM,,ATX,gold,1000,Full,White
Cooler Master V Semi-Modular,,ATX,gold,750,Semi,
FSP Group Raider 750,,ATX,bronze,750,false,
Antec High Current Gamer,,ATX,bronze,520,false,
be quiet! Pure Power L8,,ATX,bronze,600,false,
Xilence Performance A+ III,,ATX,bronze,650,false,Black / Red
Enermax REVOLUTION SFX,,SFX,gold,550,Full,
LEPA MX-F1,,ATX,,600,false,
SilentiumPC Supremo L2,,ATX,gold,650,false,Black
be quiet! System Power 10 U,,ATX,bronze,650,false,Black
Cougar BXM850,,ATX,bronze,850,Semi,Orange / Black
Sentey SDP650-SS,,ATX,plus,650,false,
Cooler Master Silent Pro M2,,ATX,silver,1000,Semi,
ABS Majesty,,ATX,gold,1100,Full,
Thortech Thunderbolt PLUS,,ATX,gold,800,Full,
XFX ProSeries,,ATX,bronze,450,false,
SeaSonic PRIME Platinum,,ATX,platinum,850,Full,
Antec True Power,,ATX,gold,650,false,
Cooler Master GXII,,ATX,bronze,550,false,
FSP Group SFX Pro,,SFX,bronze,450,false,Black
Zalman ACRUX,,ATX,platinum,750,Full,Black / Silver
Rosewill Green,80,ATX,plus,430,false,
LC-Power LC V2.31,,TFX,,400,false,Black
Enermax MAXREVO SLI,369.99,ATX,gold,1350,Full,Black / Gold
Antec Earthwatts,124.98,ATX,bronze,500,false,
Silverstone Strider Platinum,,ATX,platinum,1000,Full,
FSP Group FSP270-60LE,,Mini ITX,plus,270,false,
Cooler Master XG850,,ATX,platinum,850,Full,Black
Raidmax Vampire,,ATX,gold,800,Semi,
Corsair CX-750 V3,,ATX,bronze,750,false,
BitFenix Formula Gold 550,,ATX,gold,550,false,
Enermax REVOLUTION X't,,ATX,gold,430,Semi,
Kuroutoshikou KRPW-BR650W/85+,,ATX,bronze,650,false,Black
be quiet! Pure Power 10,,ATX,silver,700,false,
SHARKOON WPC Bronze,,ATX,bronze,550,false,Black
Silverstone Strider,,ATX,bronze,600,Full,
SeaSonic PRIME Ultra Gold 650,,ATX,gold,650,Full,Black
HEC HEC250SRT,,SFX,,250,false,
Cooler Master Silent Pro M,,ATX,plus,600,Full,
Silverstone Strider,,ATX,bronze,650,false,
FSP Group AURUM S 400W,,ATX,gold,400,false,
Enermax CYBERBRON,,ATX,bronze,700,false,Black / Silver
Antec VP PLUS,,ATX,plus,550,false,
Cooler Master Extreme 2,,ATX,,475,false,
Raidmax Scorpio,,ATX,bronze,535,Semi,Black / Blue
Rosewill Capstone,,ATX,gold,750,Semi,
FSP Group AU-400FL,,ATX,gold,400,Semi,
GAMDIAS ASTRAPE M1,,ATX,plus,550,false,Black / Multicolor
Rosewill Capstone,,ATX,gold,550,Semi,
Cooler Master Silent Pro M2,,ATX,bronze,620,Semi,
Cougar GX-S,,ATX,gold,650,false,
Apevia Beast,,ATX,,550,false,
In Win P55F,,ATX,gold,550,false,Black
FSP Group Raider 650,,ATX,bronze,650,false,
Rosewill HERCULES-1600S,,ATX,gold,1600,Semi,
SeaSonic SS-350TGM Retail,,TFX,gold,350,Full,
NZXT HALE 90,,ATX,gold,1000,Full,
XFX Core Edition,,ATX,bronze,650,false,
Raidmax RX-500AF,,ATX,bronze,500,false,
RIOTORO ONYX 650,,ATX,bronze,650,Semi,
be quiet! Pure Power L8,,ATX,bronze,700,false,
Phanteks PH-P650GS,,ATX,gold,650,false,Black
Rosewill G550,,ATX,gold,550,Semi,
Rosewill PHOTON-1050,,ATX,gold,1050,Full,
Silverstone Strider,,ATX,silver,600,Full,
Aerocool XPredator GM,,ATX,gold,1000,Semi,Black
Azza PSAZ-850B14,,ATX,,850,false,
FSP Group FSP400-60GHS(85)-R,,SFX,bronze,400,false,
SeaSonic PRIME Gold,,ATX,gold,850,Full,
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,
Super Flower Golden Silent,,ATX,platinum,500,Semi,
Thermaltake Smart DPS G,,ATX,gold,750,Semi,
Solid Gear SDGR-750E,,ATX,,750,false,
Super Flower Leadex III ARGB Pro,,ATX,gold,650,Full,Black
LC-Power LC V2.31,,ATX,platinum,550,Full,Black
Rosewill CFZ,99.9,ATX,bronze,750,Semi,Black
be quiet! Straight Power 10,,ATX,gold,500,false,
Deepcool DQ550ST,,ATX,gold,550,false,
Antec VP,,ATX,,600,false,
Antec VP,,ATX,plus,550,false,
SeaSonic PRIME SNOWSILENT,,ATX,gold,550,Full,White
be quiet! Pure Power 10,,ATX,silver,400,false,
LEPA N,,ATX,,500,false,
Enermax EPR525AWT_II,,ATX,bronze,525,false,
Thermaltake TR2,,ATX,bronze,450,false,
FSP Group Hydro G,,ATX,gold,850,Full,
Raidmax XT,,ATX,,300,false,
Enermax ERV1000EWT-G,,ATX,gold,1000,Semi,
Montech GAMMA II,,ATX,gold,550,false,Black
Corsair CX400,,ATX,plus,400,false,
be quiet! Dark Power Pro 10,188.59,ATX,gold,650,Semi,
be quiet! Dark Power Pro 10,,ATX,platinum,850,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,850,Full,Black
Enermax TRIATHLOR ECO,,ATX,bronze,1000,Semi,
Athena Power AP-TFX30,,TFX,,300,false,
Raidmax RX-635AP,,ATX,bronze,635,Semi,
Antec High Current Pro,,ATX,platinum,1300,Full,
Xigmatek NRP-MC702,,ATX,bronze,700,Full,
SeaSonic PRIME Gold,,ATX,gold,750,Full,
Antec High Current Gamer,,ATX,bronze,750,Semi,
Sparkle R-FSP400-60ETN,,ATX,platinum,400,false,
SeaSonic PRIME Titanium,,ATX,titanium,650,Full,
Enermax EMD625AWT,,ATX,bronze,625,Full,
SeaSonic FOCUS SGX (2021),,SFX,gold,550,Full,Black
Cooler Master Hyper White,,ATX,plus,600,false,Black
SeaSonic Platinum,,ATX,platinum,520,Full,
be quiet! System Power 10 U,,ATX,bronze,750,false,Black
OCZ ZS,,ATX,bronze,650,false,
Xilence XP430R8,,ATX,bronze,430,false,Black / Red
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,850,Full,Black
Thermaltake Smart DPS G,,ATX,gold,650,Semi,
Cooler Master V450,,ATX,gold,450,Semi,
FSP Group Raider S 750,,ATX,silver,750,false,
be quiet! Pure Power 10,,ATX,bronze,350,false,
Rosewill Glacier 600M,,ATX,bronze,600,Semi,
Thermaltake Toughpower XT,,ATX,gold,1475,Semi,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
Athena Power AP-TFX40,,TFX,bronze,400,false,
SeaSonic SS-300ET Bronze,,ATX,bronze,300,false,
OCZ Fatal1ty,,ATX,bronze,750,Semi,
Rosewill Green,,ATX,bronze,700,false,
Thermaltake Toughpower Grand,,ATX,gold,750,Semi,
be quiet! System Power U9,,ATX,bronze,700,false,Black
Cooler Master New GX,,ATX,plus,550,false,
Rosewill Quark 750,,ATX,platinum,750,Full,
SeaSonic PRIME Gold,,ATX,gold,650,Full,
Thermaltake Toughpower GX1 RGB,,ATX,gold,500,false,Black
EVGA SuperNOVA 750 T2,,ATX,titanium,750,Full,
Super Flower Leadex III Super Pro,,ATX,bronze,650,Full,Black
Super Flower Leadex III Super Pro,,ATX,bronze,750,Full,Black
Silverstone Strider Platinum,,ATX,platinum,1200,Full,
Fractal Design Newton R3,,ATX,platinum,800,Semi,
Rosewill Fortress,,ATX,platinum,750,false,
Xigmatek NRP-PC702,,ATX,bronze,700,false,
Deepcool DN400,,ATX,,400,false,
Ultra LSP750,,ATX,,750,false,
XFX P1-750X-XXB9,,ATX,bronze,750,Semi,
PC Power & Cooling Silencer Mk II,,ATX,silver,750,false,
XFX Core Edition,,ATX,bronze,750,false,
FSP Group Raider S 450,,ATX,silver,450,false,
Cooler Master Silent Pro Platinum,,ATX,platinum,1000,Semi,
Cougar GX-F,,ATX,gold,750,Full,Black / Orange
Rosewill Capstone G1000,,ATX,gold,1000,Semi,
OCZ ZS,,ATX,bronze,750,false,
Enermax REVOLUTION DUO,,ATX,gold,700,false,Black
Sentey SDP550-SS,,ATX,plus,550,false,
Cougar COUGAR-1000CMX,,ATX,bronze,1000,false,
Cougar COUGAR-GX700,,ATX,gold,700,Full,
SeaSonic ECO,,ATX,bronze,430,false,
Antec True Power,,ATX,gold,550,false,
Thermaltake Toughpower,,ATX,gold,850,Semi,
Antec True Power,252.83,ATX,bronze,850,Full,
Thermalright TG,,ATX,gold,850,Full,Black
Sparkle FSP350-60GNV,69.99,SFX,,350,false,
Rosewill VALENS-700M,,ATX,gold,700,Semi,
Deepcool DQ650ST,,ATX,gold,650,false,
LC-Power LC6550 V2.3,,ATX,bronze,550,false,Black
SeaSonic S12G,,ATX,gold,750,false,
OCZ ZT,,ATX,bronze,650,Full,
Thermaltake Smart,,ATX,plus,630,false,
Enermax TRIATHLOR,,ATX,bronze,550,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,850,Full,
Thermaltake Toughpower Grand,,ATX,platinum,700,Semi,
SeaSonic X,,ATX,gold,1250,Full,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1200,Full,White
SeaSonic Platinum,,ATX,platinum,760,Full,
Cougar RX500,,ATX,plus,500,false,
Antec NeoECO,,ATX,plus,400,false,
Antec True Power,,ATX,bronze,1000,Full,
HEC Raptor500,,ATX,,500,false,
Cooler Master Elite,,ATX,,400,false,
Gigabyte GE-P450P-C2,,ATX,plus,550,false,
Raidmax RX-630SS,,ATX,,630,Semi,
Rosewill Lightning,,ATX,gold,800,Semi,
Thermaltake TR2,,ATX,plus,700,false,
Thermaltake TR2,,ATX,,650,Full,
Zalman ZM770-XT,,ATX,bronze,770,Full,
Rosewill Quark 850,,ATX,platinum,850,Full,
SeaSonic SSP-450RT,,ATX,gold,450,false,
Antec Earthwatts Green,,ATX,bronze,450,false,
SeaSonic Core GC,,ATX,gold,550,false,Black / Yellow
be quiet! Dark Power Pro 10,,ATX,gold,550,Semi,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,850,Full,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,750,Full,
Cooler Master i600,,ATX,bronze,600,false,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,850,Full,Black
Gigabyte Odin GT 800,,ATX,plus,800,Semi,Black
Super Flower Leadex III ARGB,,ATX,gold,550,Full,Black
Thermaltake Smart,,ATX,bronze,1200,Semi,
Thermaltake Smart,,ATX,bronze,1000,Semi,
GAMDIAS ASTRAPE M1,,ATX,plus,650,false,Black / Multicolor
GAMDIAS ASTRAPE M1 B,,ATX,bronze,650,false,Black / Multicolor
FSP Group Dagger 600,,SFX,gold,600,Full,Black
be quiet! PURE POWER 9 CM,,ATX,silver,600,Semi,
Zalman zm-650-XG,,ATX,gold,650,Semi,
Rosewill LEPTON,,ATX,gold,500,Semi,Black
Segotep GF,,SFX,gold,750,Full,White
Ultra LSP650,,ATX,,650,false,
Rosewill CFZ,,ATX,bronze,600,Semi,Black
FSP Group Hydro X,,ATX,gold,650,false,
Cooler Master G450M,,ATX,bronze,450,Semi,
Cooler Master MASTERWATT MAKER MIJ,,ATX,titanium,1200,Full,
Thermaltake Toughpower,,ATX,gold,550,false,
Corsair G600,,ATX,plus,600,false,
Anima APII500,,ATX,,500,false,Black / Green
Cooler Master V850 Platinum,,ATX,platinum,850,Full,Black
EVGA SuperNOVA 850 PQ,,ATX,platinum,850,Semi,Black
Solid Gear SDGR-FLEX220,,Flex ATX,,220,false,
be quiet! Power Zone 650W,,ATX,bronze,650,Full,
OCZ Fatal1ty,,ATX,bronze,550,Full,
FSP Group Hydro PTM,,ATX,platinum,550,Full,Black
Cooler Master VSM,,ATX,gold,550,Semi,
LC-Power LC1200 V2.4,,ATX,platinum,1200,Full,Black
Rosewill HERCULES-1600,,ATX,silver,1600,Semi,
Silverstone Strider,,ATX,gold,1500,Full,
Xilence XP630R8,,ATX,bronze,630,false,Black / Red
Athena Power AP-P4ATX80FEP8,,ATX,bronze,800,false,
Cougar CMX1200V3,,ATX,bronze,1200,Semi,
be quiet! Straight Power 10,,ATX,gold,700,false,
Cooler Master Silent Pro M2,,ATX,silver,850,Semi,
SeaSonic Snow Silent,,ATX,platinum,750,Full,
Diablotek PSUL775,,ATX,,775,false,
SeaSonic PRIME Gold,,ATX,gold,1200,Full,
Super Flower Amazon,,ATX,bronze,300,false,
Super Flower Golden Green HX,,ATX,gold,450,false,
In Win Compact,,SFX,gold,700,Full,Black
SeaSonic Platinum,,ATX,platinum,1050,Full,
Solid Gear SDGR-650E,,ATX,,650,false,
Thermaltake Toughpower DPS G,,ATX,gold,850,Full,
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,750,Full,Black
SeaSonic PRIME Platinum,,ATX,platinum,1000,Full,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,1200,Full,Black
Antec VP,,ATX,,700,false,
Rosewill CAPSTONE-1000-M,,ATX,gold,1000,Semi,
Enermax REVOLUTION X't,,ATX,gold,630,Semi,
be quiet! Pure Power 10,,ATX,bronze,300,false,
Inter-Tech 88882144,,TFX,,300,false,Silver
Thermaltake Toughpower Grand,,ATX,platinum,850,Full,
Thermaltake TR2,,ATX,bronze,750,Semi,
Rosewill RD-Z,,ATX,plus,500,false,Black
Cougar POLAR X2,,ATX,platinum,1200,Full,White / Gray
Antec EDGE,,ATX,gold,750,Full,
LEPA G,,ATX,gold,1600,Full,
Antec Earthwatts Green,104.64,ATX,bronze,430,false,
Antec Earthwatts Green,,ATX,plus,430,false,
HEC HEC350TEWX,,ATX,plus,350,false,
Cooler Master eXtreme Power,,ATX,,550,false,
OCZ StealthXstream II,,ATX,plus,600,false,
Raidmax RX-1000AE,,ATX,gold,1000,Semi,
Silverstone Strider,,ATX,silver,1000,Full,
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,platinum,850,Full,Black
Rosewill Quark 550,,ATX,platinum,550,Full,
FSP Group Hydro G,,ATX,gold,650,Full,
CoolMax ZU-500B,,ATX,bronze,500,Semi,
GameMax GM,,ATX,gold,1800,false,Black
Antec Earthwatts Green,,ATX,bronze,350,false,
be quiet! Pure Power L7,,ATX,plus,300,false,
be quiet! Dark Power Pro 10,,ATX,gold,750,Semi,
Antec High Current Pro,,ATX,platinum,1000,Full,
Antec NeoECO Platinum,,ATX,platinum,850,Full,Black
Antec NeoECO V2,,ATX,bronze,550,Semi,Black
Raidmax Scorpio,,ATX,bronze,735,Semi,
Super Flower Leadex III Super Pro,,ATX,bronze,550,Full,Black
Cooler Master 400W MasterWatt Lite 230V,,ATX,plus,400,false,
Cooler Master GXII,,ATX,bronze,750,false,
Apex AG-M,,ATX,gold,650,Full,Black
GAMDIAS ASTRAPE P1 G,,ATX,gold,750,Full,Black / Multicolor
Raidmax RX-700AC,,ATX,bronze,700,Semi,
Athena Power AP-MFATX25,,Mini ITX,plus,250,false,
Zalman zm-400-LE,,ATX,,400,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Azza PSAZ-850PT14,,ATX,platinum,850,Semi,
SeaSonic PRIME Platinum,,ATX,platinum,650,Full,
RIOTORO ENIGMA G2,,ATX,gold,850,Full,Black / Yellow
SeaSonic SS-1250XM2,,ATX,gold,1250,Full,
Cougar VTX,,ATX,bronze,700,false,
FSP Group Hydro X,,ATX,gold,550,false,
FSP Group Raider 450,,ATX,bronze,450,false,
Antec VP,,ATX,plus,630,false,
FSP Group FSP300-60GHS-R,,SFX,plus,300,false,
Antec NeoECO Classic,,ATX,bronze,550,false,Black
OCZ ZX,,ATX,gold,1250,Full,
Antec High Current Gamer,249.99,ATX,bronze,400,false,
Raidmax Thunder RGB,,ATX,bronze,535,Semi,Black
SeaSonic Platinum,,ATX,platinum,1200,Full,
Raidmax RX-535AP,,ATX,bronze,535,Semi,
Thermalright TG,,ATX,gold,650,Full,Black
XFX Core Edition,,ATX,bronze,850,false,
XFX P1-550S-XXB9,,ATX,bronze,550,false,
SeaSonic FOCUS,,ATX,gold,500,Semi,Black
XFX ProSeries,,ATX,silver,850,Semi,
Kuroutoshikou KRPW-L5-500W/80+,,ATX,plus,500,false,
FSP Group VITAL 400,,ATX,plus,400,false,
SeaSonic G,,ATX,gold,450,Semi,
Fractal Design Integra M,,ATX,bronze,750,Semi,
Xilence XP730R8,,ATX,bronze,730,false,Black / Red
Xilence XP830R8,,ATX,bronze,830,false,Black / Red
Fractal Design Integra R2,,ATX,bronze,650,false,
PC Power & Cooling Silencer MK III,,ATX,gold,750,Semi,
Cougar COUGAR-RS650,,ATX,plus,650,false,
Diablotek PSUL675,,ATX,,675,false,
LC-Power LC6460GP3 V2.3 230V,,ATX,silver,460,false,Black
Thermaltake Toughpower,,ATX,gold,1000,Semi,
Thermaltake German,,ATX,gold,650,Semi,
Thermaltake Toughpower DPS G,,ATX,gold,750,Full,
Thermaltake Toughpower PF3,,ATX,platinum,750,Full,Black
Phanteks PH-P550GF,,ATX,gold,550,false,Black
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,false,
Silverstone Strider,,ATX,gold,850,Full,
Noua Volture GX-MV,,ATX,gold,850,Full,Black
Raidmax Cobra,,ATX,bronze,600,false,
Ultra LSP,,ATX,,450,false,
be quiet! POWER 2,,SFX,bronze,400,false,
Enermax REVOLUTION87+,,ATX,gold,550,Semi,
Fractal Design Edison M,,ATX,gold,750,Semi,
Apevia ATX-RP500W,,ATX,,500,false,
VIVO 24K,,ATX,gold,650,Full,
PC Power & Cooling Silencer MK III,,ATX,bronze,400,Semi,
PC Power & Cooling Silencer MK III,,ATX,bronze,500,Semi,
FSP Group AURUM CM GOLD 650,,ATX,gold,650,Semi,
Rosewill Capstone,,ATX,gold,550,false,
XFX ProSeries,,ATX,gold,1250,Full,
Silverstone Strider,,ATX,silver,750,Full,
Antec High Current Pro,,ATX,gold,1200,false,
Antec NeoECO,,ATX,bronze,520,false,
HEC HP485D,,ATX,,485,false,
Enermax EMG800EWT,,ATX,gold,800,Full,
OCZ Fatal1ty,,ATX,plus,550,Semi,
