name,style,switches,backlit,tenkeyless,connection_type,color
Leopold FC200RC/ABN Otaku (Non-Printed),0,Cherry MX Blue,,TRUE,Wired,Black
Leopold FC200RR/ABN Otaku (Non-Printed),0,Cherry MX Red,,TRUE,Wired,Black
Leopold FC500RR/AB,0,Cherry MX Red,,FALSE,Wired,Black
Leopold FC500RR/ABN (Non-Printed),0,Cherry MX Red,,FALSE,Wired,Black
Leopold FC500RT/AB,0,Cherry MX Brown,,FALSE,Wired,Black
Leopold FC500RT/ABN Otaku (Non-Printed),0,Cherry MX Brown,,FALSE,Wired,Black
Leopold FC500RC/AB,0,Cherry MX Blue,,FALSE,Wired,Black
Leopold FC500RC/ABN Otaku (Non-Printed),0,Cherry MX Blue,,FALSE,Wired,Black
Leopold FC500RL/AB,0,Cherry MX Black,,FALSE,Wired,Black
Ducky DK9008S2 Shine II,0,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Cherry MX Black,Purple,TRUE,Wired,Black
Ducky DK9008S-BEALY,0,Cherry MX Brown,Yellow,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Cherry MX Red,Green,TRUE,Wired,Black
Ducky DK9008S,0,Cherry MX Black,White,FALSE,Wired,Black
Ducky DK9008G2,0,Cherry MX Brown,,FALSE,Wired,Black
Ducky DK9008S2 Shine II,0,Cherry MX Red,Red,FALSE,Wired,Black
Ducky DK9087S2 Shine II,0,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK1087-ACLLB,0,Cherry MX Black,,TRUE,Wired,Black
Ducky DK1087-AELLB,0,Cherry MX Black,,TRUE,Wired,Black
Ducky DK1087-BELLB,0,Cherry MX Brown,,TRUE,Wired,Black
Ducky DK1087-CELLB,0,Cherry MX Blue,,TRUE,Wired,Black
Ducky DK1087-KEALB,0,ALPS Black,,TRUE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Cherry MX Brown,,FALSE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Cherry MX Black,,FALSE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Cherry MX Blue,,FALSE,Wired,Black
Cherry G80-3800 MX Board 2.0,0,Cherry MX Red,,FALSE,Wired,Black
Cooler Master CM Storm Trigger,0,Cherry MX Blue,Red,FALSE,Wired,Black
Cooler Master CM Storm Trigger,0,Cherry MX Red,Red,FALSE,Wired,Black
Razer BlackWidow Ultimate 2013 Mac,0,Cherry MX Blue,Green,FALSE,Wired,Black
Max Keyboard Nighthawk X8,0,Cherry MX Brown,White,FALSE,Wired,Black
Max Keyboard Nighthawk X9,0,Cherry MX Red,White,FALSE,Wired,Black
Tesoro Durandal G1N,0,Cherry MX Brown,,FALSE,Wired,Black
Tesoro Durandal G1NL,0,Cherry MX Brown,Red,FALSE,Wired,Black
Cobra E-3LUE CS/CF,0,,Blue,FALSE,Wired,Black
i-rocks KR-6260-BK,0,,,FALSE,Wired,Black
Cooler Master CM Storm QuickFire Stealth,0,Cherry MX Brown,,TRUE,Wired,Black
Ducky DK1008-KEALB,0,ALPS Black,,FALSE,Wired,Black
Ducky DK1008-NEALB,0,ALPS Green,,FALSE,Wired,Black
Ducky DK1008L-RCLLB,0,Cherry MX Red,,FALSE,Wired,Black
Ducky DK1008L-RELLB,0,Cherry MX Red,,FALSE,Wired,Black
Ducky DK9000G2-BEPLB,0,Cherry MX Brown,,FALSE,Wired,Black
Ducky DK9000G2-CEPLB,0,Cherry MX Blue,,FALSE,Wired,Black
Ducky DK9008G2-AEPLB,0,Cherry MX Black,,FALSE,Wired,Black
Ducky DK9008G2-CEPLB,0,Cherry MX Blue,,FALSE,Wired,Black
Ducky DK9008G2-CEPTW,0,Cherry MX Blue,,FALSE,Wired,White
Ducky DK9008G2-REPLB,0,Cherry MX Red,,FALSE,Wired,Black
Ducky DK9008S-ACALB,0,Cherry MX Black,Blue,FALSE,Wired,Black
Ducky DK9008S-AEALB,0,Cherry MX Black,Blue,FALSE,Wired,Black
Ducky DK9008S-AEALG,0,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK9008S-AEALP,0,Cherry MX Black,Purple,FALSE,Wired,Black
Ducky DK9008S-AEALY,0,Cherry MX Black,Yellow,FALSE,Wired,Black
Ducky DK9008S-BCALB,0,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9008S-BEALG,0,Cherry MX Brown,Green,FALSE,Wired,Black
Ducky DK9008S-BEALP,0,Cherry MX Brown,Purple,FALSE,Wired,Black
Ducky DK9008S-BEALR,0,Cherry MX Brown,Red,FALSE,Wired,Black
Ducky DK9008S-BJALB,0,Cherry MX Brown,Blue,FALSE,Wired,Black
Ducky DK9008S-CCALB,0,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008S-CEALB,0,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008S-CEALG,0,Cherry MX Blue,Green,FALSE,Wired,Black
Ducky DK9008S-CEALP,0,Cherry MX Blue,Purple,FALSE,Wired,Black
Ducky DK9008S-CEALR,0,Cherry MX Blue,Red,FALSE,Wired,Black
Ducky DK9008S-CEALW,0,Cherry MX Blue,White,FALSE,Wired,Black
Ducky DK9008S-CEALY,0,Cherry MX Blue,Yellow,FALSE,Wired,Black
Ducky DK9008S-REALB,0,Cherry MX Red,Blue,FALSE,Wired,Black
Ducky DK9008S-REALG,0,Cherry MX Red,Green,FALSE,Wired,Black
Ducky DK9008S-REALP,0,Cherry MX Red,Purple,FALSE,Wired,Black
Ducky DK9008S-REALR,0,Cherry MX Red,Red,FALSE,Wired,Black
Ducky DK9008S-REALW,0,Cherry MX Red,White,FALSE,Wired,Black
Ducky DK9008S-REALY,0,Cherry MX Red,Yellow,FALSE,Wired,Black
Ducky DK9008S2-AUSALB,0,Cherry MX Black,Blue,FALSE,Wired,Black
Ducky DK9008S2-AUSALG,0,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK9008S2-AUSALR,0,Cherry MX Black,Red,FALSE,Wired,Black
Ducky DK9008S2-AUSALW,0,Cherry MX Black,White,FALSE,Wired,Black
Ducky DK9008S2-BUSALG,0,Cherry MX Brown,Green,FALSE,Wired,Black
Ducky DK9008S2-CUSALB,0,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008S2-CUSALG,0,Cherry MX Blue,Green,FALSE,Wired,Black
Ducky DK9008S2-CUSALR,0,Cherry MX Blue,Red,FALSE,Wired,Black
Ducky DK9008S2-RUSALB,0,Cherry MX Red,Blue,FALSE,Wired,Black
Ducky DK9008S2-RUSALG,0,Cherry MX Red,Green,FALSE,Wired,Black
Ducky DK9087-AEDRG,0,Cherry MX Black,Green,TRUE,Wired,Black
Ducky DK9087G2PRO-AULPUW,0,Cherry MX Black,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-AUSPTW,0,Cherry MX Black,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-BULPUW,0,Cherry MX Brown,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-BUSPTW,0,Cherry MX Brown,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-CULPUW,0,Cherry MX Blue,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-CUSPTW,0,Cherry MX Blue,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-RULPUW,0,Cherry MX Red,,TRUE,Wired,Black / White
Ducky DK9087G2PRO-RUSPTW,0,Cherry MX Red,,TRUE,Wired,Black / White
Ducky DK9087S2-AUSALB,0,Cherry MX Black,Blue,TRUE,Wired,Black
Ducky DK9087S2-AUSALR,0,Cherry MX Black,Red,TRUE,Wired,Black
Ducky DK9087S2-AUSALW,0,Cherry MX Black,White,TRUE,Wired,Black
Ducky DK9087S2-BUSALG,0,Cherry MX Brown,Green,TRUE,Wired,Black
Ducky DK9087S2-BUSALR,0,Cherry MX Brown,Red,TRUE,Wired,Black
Ducky DK9087S2-BUSALW,0,Cherry MX Brown,White,TRUE,Wired,Black
Ducky DK9087S2-CUSALB,0,Cherry MX Blue,Blue,TRUE,Wired,Black
Ducky DK9087S2-CUSALG,0,Cherry MX Blue,Green,TRUE,Wired,Black
Ducky DK9087S2-CUSALP,0,Cherry MX Blue,Purple,TRUE,Wired,Black
Ducky DK9087S2-CUSALR,0,Cherry MX Blue,Red,TRUE,Wired,Black
Ducky DK9087S2-CUSALW,0,Cherry MX Blue,White,TRUE,Wired,Black
Ducky DK9087S2-RUSALB,0,Cherry MX Red,Blue,TRUE,Wired,Black
Ducky DK9087S2-RUSALP,0,Cherry MX Red,Purple,TRUE,Wired,Black
Ducky DK9087S2-RUSALR,0,Cherry MX Red,Red,TRUE,Wired,Black
Ducky DK9087S2-RUSALW,0,Cherry MX Red,White,TRUE,Wired,Black
Ducky Zero,0,Cherry MX Black,Green,FALSE,Wired,Black
Ducky DK2108-BUSLLA,0,Cherry MX Brown,Green,FALSE,Wired,Black
Ducky DK2108-RUSLLA,0,Cherry MX Red,Green,FALSE,Wired,Black
Ducky DK9008G2 PRO,0,Cherry MX Black,,FALSE,Wired,Black
Ducky DK9008G2PRO-BUSLLA,0,Cherry MX Brown,,FALSE,Wired,Black
Ducky DK9008G2 PRO,0,Cherry MX Blue,,FALSE,Wired,Black
Ducky DK9008G2 PRO,0,Cherry MX Red,,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Black,White,FALSE,Wired,Pink / White
Ducky DK9008S2-AUSALT,0,Cherry MX Black,Orange,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Black,Blue,FALSE,Wired,White / Black
Ducky DK9008 Shine II,0,Cherry MX Black,Green,FALSE,Wired,White / Black
Ducky DK9008S2-BUSALT,0,Cherry MX Brown,Orange,FALSE,Wired,Black
Ducky DK9008S2-CUSALT,0,Cherry MX Blue,Orange,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Blue,Blue,FALSE,Wired,White / Black
Ducky DK9008 Shine II,0,Cherry MX Blue,Green,FALSE,Wired,White / Black
Ducky DK9008S2-RUSALT,0,Cherry MX Red,Orange,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Red,Blue,FALSE,Wired,White / Black
Ducky DK9008 Shine II,0,Cherry MX Red,Green,FALSE,Wired,White / Black
Ducky DK9087G2PRO-CUSLLA,0,Cherry MX Blue,,TRUE,Wired,Black
Ducky DK9087G2 PRO,0,Cherry MX Red,,TRUE,Wired,Black
Cherry J82-16001LPNEU-0,0,,,FALSE,Wired,Black
Cherry Ultra-Slim Compact Covered,106.27,,,FALSE,Wired,Black
Cherry XS G84-5400 Trackball Keyboard,0,,,FALSE,Wired,Black
Cherry KW 6000 Keyboard,0,,,TRUE,Bluetooth Wireless,Black / Silver
Gigabyte GK-OSMIUM BRN,0,Cherry MX Brown,White,FALSE,Wired,Black
MSI CK Series,0,Cherry MX Red,,FALSE,Wired,Black
MSI GK-601,0,Cherry MX Red,,FALSE,Wired,Black / Yellow
Mad Catz V.7,0,,Red,FALSE,Wired,Black / Silver
Mad Catz S.T.R.I.K.E.5,0,,Multicolor,FALSE,Wired,Black
Mad Catz V5,0,,Red,FALSE,Wired,Black
Mad Catz Eclipse III,0,,Multicolor,FALSE,Wired,Black
Cobra 8TTL26R0P85403,0,,,FALSE,Wired,Black
Gear Head KB5125W,0,,,FALSE,Wireless,Black
Logitech K360,0,,,FALSE,Wireless,White
Logitech MKTPLS+DELETE,0,,,TRUE,Wireless,Black
Genius Imperator,0,,,FALSE,Wired,Black
HP B1T09AT#ABA,0,,,FALSE,Wired,Black
HP B1T13AT#ABA,0,,,FALSE,Wired,Black
HP KF886AA#ABA,0,,,FALSE,Wired,Black
HP QY449AA#ABA,0,,,FALSE,Wireless,Black
Logisys KBMS801WG,0,,,FALSE,Wired,Green / White
Ducky DK9008G2PRO-AUSPHH,0,Cherry MX Black,,FALSE,Wired,Gray / Black
Ducky DK9008G2PRO-CUSPHH,0,Cherry MX Blue,,FALSE,Wired,Gray / Black
Ducky DK9008G2PRO-RUSPHH,0,Cherry MX Red,,FALSE,Wired,Gray / Black
A4Tech A-Shape Natural Keyboard,0,,,FALSE,Wired,Black
A4Tech Natural_A,0,,,FALSE,Wired,Black
A4Tech KL-5,0,,,FALSE,Wired,Gray / Black
Cooler Master CM Storm QuickFire XT,0,Cherry MX Blue,,FALSE,Wired,Black
Ergoguys DataCal,0,,,FALSE,Wired,Black
Ergoguys KWD-100,0,,,FALSE,Wireless,Black
Ergoguys KWD-101,0,,,FALSE,Wireless,Pink / White
Ergoguys KWD-102,0,,,FALSE,Wireless,White
Ergoguys Wireless Keyboard Multimedia With Trackball,0,,,FALSE,Wireless,Black
Panasonic iKey,0,,,FALSE,Wired,Black
Razer Marauder StarCraft II Heart of the Swarm,0,,Blue,FALSE,Wired,Black
SMK-Link VersaPoint,0,,,TRUE,Wireless,Black
SMK-Link VP6630,0,,,TRUE,Bluetooth Wireless,Black
Saitek V5,0,,Red,FALSE,Wired,Black
Saitek Eclipse II,0,,Multicolor,FALSE,Wired,Black
Samsung Keyboard,0,,,TRUE,Bluetooth Wireless,Black
SolidTek 3920BU,0,,,FALSE,Wired,Black
SolidTek KB-2070MSU,0,,,FALSE,Wired,Blue / White
SolidTek KB-260 Keyboard,0,,,FALSE,Wired,Black
Chester Creek Technologies VisionBoard WVBW Keyboard,0,,,FALSE,Wireless,White / Black
Genius 31310053101,0,,RGB,FALSE,Wired,Black
Grandtec FLX2000KIT,0,,,FALSE,Wired,Black
HP DT528A#ABM,0,,,FALSE,Wired,Blue / White
HP KF885AA#ABA,0,,,FALSE,Wired,Black
Lenovo N5902,0,,,TRUE,Wireless,Black
Logitech Solar Keyboard K750 for Mac,0,,,FALSE,Wireless,White / Blue
Microsoft Sculpt Mobile Keyboard,0,,,TRUE,Bluetooth Wireless,Black
Microsoft Sculpt Comfort Keyboard for Business,0,,,FALSE,Wireless,Black
SolidTek KB-IN87KB,0,,,FALSE,Wired,Black
SteelSeries 64105,0,,,FALSE,Wired,Black
Thermaltake MEKA G1 Keyboard,0,Cherry MX Black,,FALSE,Wired,Black
i-rocks BT-6460-BK,0,,,TRUE,Bluetooth Wireless,Black
i-rocks IRK01BN-BK,0,,,FALSE,Bluetooth Wireless,Black
i-rocks IRK01WN-BK,0,,,FALSE,Wired,Black
i-rocks K10,0,,,FALSE,Wired,Black
i-rocks KR-6401-WH,0,,,FALSE,Wired,White
i-rocks KR-6402-WH,0,,,FALSE,Wired,White
i-rocks RF-6490-BK,0,,,FALSE,Wireless,Black
Ducky DK9008G2PRO-AUSPHS,0,Cherry MX Black,,FALSE,Wired,Black / Blue
Ducky DK9008G2PRO-BUSPHS,0,Cherry MX Brown,,FALSE,Wired,Black / Blue
Ducky DK9008G2PRO-RUSPHS,0,Cherry MX Red,,FALSE,Wired,Black / Blue
A4Tech Natural_A X-Slim,0,,,FALSE,Wired,Black
Adesso Industrial Scissor-Switch Touchpad Keyboard,0,,,FALSE,Wired,Black
Gigabyte KM5300,0,,,FALSE,Wired,Black
Vortex POKER,0,Cherry MX Black,,TRUE,Wired,Black
Vortex POKER PBT,0,Cherry MX Black,,TRUE,Wired,Black
Vortex POKER PBT,0,Cherry MX Brown,,TRUE,Wired,Black
Vortex KBT RACE Pink Limited,0,Cherry MX Blue,White,TRUE,Wired,Pink
Vortex KBT PURE,0,Cherry MX Black,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Black,,TRUE,Wired,Black
Vortex KBT PURE LIMITED,0,Cherry MX Brown,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Brown,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Brown,,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Blue,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Blue,,TRUE,Wired,Black
Vortex KBT PURE LIMITED,0,Cherry MX Red,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Red,Orange,TRUE,Wired,Black
Vortex KBT PURE,0,Cherry MX Red,Purple,TRUE,Wired,Black
