name,style,switches,backlit,tenkeyless,connection_type,color
Mad Catz The Authentic S.T.R.I.K.E. 4,95.99,Cherry MX Red,Multicolor,FALSE,Wired,Black / Silver
Razer BlackWidow V3 - Halo Infinite,99,Razer Green,RGB,FALSE,Wired,Green / Black
Logitech PRO X,183.99,Logitech GX Brown Tactile,RGB,TRUE,,Black
HP HyperX Alloy Core RGB UK,0,,RGB,FALSE,Wired,Black
Rii RK105,0,,RGB,FALSE,Wired,Black
MSI VIGOR GK71 SONIC,79.99,MSI Sonic Red,RGB,FALSE,Wired,Black
Dell KB212-B,67.45,,,FALSE,Wired,Black
ROCCAT Magma,29.99,,RGB,FALSE,Wired,Black
Razer TURRET FOR XBOX ONE,249.99,Razer Green,RGB,TRUE,Wireless,Black
Logitech MX KEYS MINI,89.99,,,TRUE,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,89.99,,,TRUE,"Wired, Wireless, Bluetooth Wireless",Black
Razer Huntsman Elite,178.98,Razer Red Optical Linear,RGB,FALSE,Wired,Black
ROCCAT Vulcan TKL Pro,99.99,Roccat Titan Optical,RGB,TRUE,Wired,White / Silver
Ducky Ducky One 2 SF RGB,0,Cherry MX Silent Red,RGB,TRUE,Wired,Black
Cooler Master SK650,99,Cherry MX Low Profile Red,RGB,FALSE,Wired,Black
ROCCAT Pyro,49.99,TTC Red,RGB,FALSE,Wired,Black
Corsair K55 + HARPOON RGB,179,,RGB,FALSE,Wired,Black
Cooler Master CK552,83.85,Gateron Red,RGB,FALSE,Wired,Black
Ducky Mecha Mini v2,129,Cherry MX Red,RGB,TRUE,Wired,Black
Corsair STRAFE,0,Cherry MX Red,Red,FALSE,Wired,Black
Rosewill NEON K75 V2 BR,34.99,Kailh Brown,RGB,FALSE,Wired,Black
Razer DeathStalker V2,169.99,Razer Red Low-Profile Optical Linear,RGB,FALSE,Wired,Black
EagleTec KG011-N,36.99,Outemu Blue,,FALSE,Wired,White
Logitech MK470,39.99,,,FALSE,Wireless,Black / Silver
Microsoft Sculpt Ergonomic Keyboard For Business,0,,,FALSE,Wireless,Black
Corsair K65 RGB MINI Pastel Twilight,129.99,Cherry MX Speed Silver,RGB,TRUE,Wired,Purple / Pink
Redragon Karura K502,29.99,,RGB,FALSE,Wired,Black
Lenovo Legion K200,0,,Multicolor,FALSE,Wired,Black / Silver
HP 631341-B21,25.89,,,FALSE,Wired,Black
Akko 5087S Shine-Through,0,Akko CS Jelly Pink Linear,RGB,TRUE,Wired,White
Keychron K8,0,Gateron G Pro Brown,White,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Lenovo Legion K500 RGB,75.98,Kailh Red,RGB,FALSE,Wired,Black
Logitech MX Mechanical Mini,149.99,Kailh Choc V2 Brown,White,TRUE,Wireless,
Razer Tartarus Pro,129.99,Razer Red Optical Linear,RGB,TRUE,Wired,White / Gray
Logitech G105,154,,Blue,FALSE,Wired,Black
Corsair K65 RGB MINI Ethereal Blue,129.99,Cherry MX Speed Silver,RGB,TRUE,Wired,Blue / White
Corsair K70 LUX RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Logitech MX Mechanical,169.99,Kailh Choc V2 Blue,White,FALSE,Wireless,
Keychron Q6,215.99,Gateron G Pro Brown,RGB,FALSE,Wired,Blue
Razer Huntsman,0,Razer Purple,RGB,FALSE,Wired,Black
Tempest Doom,0,H-Mech Red,RGB,FALSE,Wired,Black
GameMax Strike,0,Outemu Red,Multicolor,FALSE,Wired,Black
Tecware Tecware Phantom L,0,Outemu Brown,RGB,TRUE,Wired,Black / Silver
Tecware Phantom 104,0,Outemu Blue,RGB,FALSE,Wired,Black
MSI ?VIGOR GK71 SONIC BLUE,119.99,MSI Sonic Blue,RGB,FALSE,Wired,Black
Alienware AW510K Lunar Light,109.99,Cherry MX Low Profile Red,RGB,FALSE,Wired,Silver / Black
Corsair K70,0,Cherry MX Red,Red,FALSE,Wired,Black
Redragon K550-W RGB Yama,0,Outemu Purple,RGB,FALSE,Wired,White
Logitech G Pro X,0,Logitech GX Red Linear,RGB,TRUE,Wired,Black
Redragon K615 Elise,0,Outemu Blue Low Profile,RGB,TRUE,Wired,Black
Logitech K845,59.99,TTC Blue,White,FALSE,Wired,Black
Logitech PRO X,199,Logitech GX Brown Tactile,RGB,TRUE,"Wired, Wired, Wireless, Bluetooth Wireless",Pink
Logitech MK295,29.95,,,FALSE,Wireless,White
Razer BlackWidow V4 Pro,0,Razer Green,RGB,FALSE,Wired,Black
Corsair K65 RGB MINI Pink Elixir,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Pink / White
Ducky Ducky One 2 SF RGB,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Black
Tempest K9,0,,RGB,FALSE,Wired,Black
Asus Cerberus,0,,Red / Blue,FALSE,Wired,Black
Rosewill NEON K75 V2,29.99,Kailh Blue,RGB,FALSE,Wired,Black
Corsair K65 RGB MINI,109.99,Cherry MX Brown,RGB,TRUE,Wired,Black
Cobra Polygon,0,,,FALSE,Wired,Black / Blue
Ducky Ducky One 2 SF RGB,0,Cherry MX Brown,RGB,TRUE,Wired,Black
Apple Magic,99,,,FALSE,Bluetooth Wireless,White
A4Tech Bloody Gaming B975,125.99,LK Light Strike Libra,RGB,FALSE,Wired,Black / Red
V7 KU200US,18.99,,,FALSE,Wired,Black
Razer BlackWidow Ultimate 2016,0,Razer Green,Green,FALSE,Wired,Black
Keychron K8,0,Gateron G Pro Red,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Logitech K780,50.93,,,FALSE,Wireless,Black
Cooler Master MK730,113.68,Cherry MX Brown,RGB,TRUE,Wired,Black
ROCCAT Vulcan TKL,63.99,Roccat Titan Red,RGB,TRUE,Wired,Black
Logitech G Pro X Shroud,149.72,Logitech GX Red Linear,RGB,TRUE,Wired,Black
Zalman ZM-K300M,0,,,FALSE,Wired,Black
AOC AGK700,99.99,Cherry MX Red,RGB,FALSE,Wired,Black / Red
Adesso EasyTouch 625,42.8,Kailh Blue,,TRUE,Wired,Black
Tempest Combo 3000,0,,RGB,FALSE,Wired,Black
Razer BlackWidow Tournament Edition Chroma V2,114.47,Razer Green,RGB,TRUE,Wired,Black
Logitech K375s,49.66,,,FALSE,Bluetooth Wireless,Black
MSI VIGOR GK71 SONIC,79.99,MSI Sonic Blue,RGB,FALSE,Wired,Black
Cougar DEATHFIRE EX,54.99,,Multicolor,FALSE,Wired,Black
Thermaltake TT Premium X1 RGB,129.99,Cherry MX Blue,RGB,FALSE,Wired,Black
HP Wireless Classic Desktop,38.99,,,FALSE,Wireless,Black
Microsoft Desktop 850,39.99,,,FALSE,Wireless,Black
Logitech G715,0,GX Brown,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
HP HyperX Alloy FPS RGB,0,Kailh Silver Speed,RGB,FALSE,Wired,Black
DROP MDX-31827-13,220,Cherry MX Brown,RGB,TRUE,"Wired, Wired",Black
Logitech G513 Carbon,0,Romer-G Linear,RGB,FALSE,Wired,Black
HAVIT HV-KB395L,0,Kailh Blue,RGB,FALSE,Wired,Black
Keychron K2 Hot-swappable,0,Gateron Red,RGB,TRUE,Wireless,Black / White
Redragon K582-BA,0,Outemu Red,RGB,FALSE,Wired,Black
Logitech MX KEYS S,109.99,,,FALSE,"Wired, Wireless, Bluetooth Wireless",White
Logitech MK710,69.99,,,FALSE,Wireless,Black
Mad Catz The Authentic S.T.R.I.K.E. 2,54.79,,Multicolor,FALSE,Wired,Black
Corsair K63 Lapboard Combo (MX Red w/Blue LED),0,Cherry MX Red,Blue,TRUE,Wireless,
DROP CTRL,220,Kailh Silver Speed,RGB,TRUE,Wired,Silver / Black
Adesso EasyTouch 132,18.59,,,FALSE,Wired,Black / Yellow
Ducky One 2 RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
Microsoft Natural Ergonomic Keyboard 4000,0,,,FALSE,Wired,Black
Gigabyte Aorus K9,0,Flaretech Red,RGB,FALSE,Wired,Black
Logitech G512 CARBON,0,Kailh GX Blue,RGB,FALSE,Wired,Black
Unicomp Ultra Classic Black,0,Unicomp Buckling Spring,,FALSE,Wired,Black / White
RK Royal Kludge RK71,0,RK Blue,RGB,TRUE,Bluetooth Wireless,Black
AUKEY KM-G12,0,Outemu Blue,RGB,FALSE,Wired,Black
Corsair K65 RGB MINI Purple Rune,129.99,Cherry MX Speed Silver,RGB,TRUE,Wired,Purple / White
Keychron V6 QMK Knob,0,Keychron K Pro Brown,,FALSE,"Wired, Wired",Black
Corsair Vengeance K65 Compact Mechanical Gaming Keyboard,0,Cherry MX Red,,TRUE,Wired,Black / Gray
Corsair K95 RGB PLATINUM XT,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair STRAFE RGB,0,Cherry MX Silent,RGB,FALSE,Wired,Black / White
DROP CTRL,220,Kailh Halo True,RGB,TRUE,Wired,Silver / Black
Logitech G513 Carbon,0,Romer-G Tactile,RGB,FALSE,Wired,Black
Corsair K60 Pro,0,Cherry Viola,Red,FALSE,Wired,Black
CyberPowerPC Skorpion K2,82.99,CP Kontact Blue,RGB,FALSE,Wired,Black
Corsair K60 RGB Pro,0,Corsair OPX,RGB,TRUE,Wired,Black
HP HyperX Alloy Elite RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
HP HyperX Alloy FPS Pro,0,Cherry MX Blue,Red,TRUE,Wired,Black
RK Royal Kludge RK71,0,RK Blue,RGB,TRUE,Bluetooth Wireless,White
Keychron K2 Hot-swappable,0,Gateron Brown,RGB,TRUE,Wireless,Black / White
Corsair K70,239.55,Cherry MX Blue,Red,FALSE,Wired,Black
Kensington K72436AM,20.95,,,FALSE,Wired,Black
V7 CKW200MX,17.98,,,FALSE,Wireless,Black
Corsair K70 RGB PRO,0,Corsair OPX,RGB,FALSE,Wired,White / Silver
Ducky One 2 RGB TKL,0,Cherry MX Brown,RGB,TRUE,Wired,Black
Corsair K65 RGB RAPIDFIRE,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Multicolor
Corsair K95 RGB PLATINUM XT,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Logitech MX KEYS MINI,89.99,,,TRUE,"Wired, Wireless, Bluetooth Wireless",Pink
Corsair RGB MK.2 Low Profile,0,Cherry MX Low Profile Red,RGB,FALSE,Wired,Black
Ducky Shine 7 Blackout RGB,0,Cherry MX Silent Red,RGB,FALSE,Wired,Black
Logitech Wireless Combo MK260,67.93,,,FALSE,Wireless,Black
Logitech K740,79.99,,White,FALSE,Wired,Black
Tripp Lite IN3010KB,14.99,,,FALSE,Wireless,White
Kensington K64370A,11.99,,,FALSE,Wired,Black
Cooler Master CK720 US,76.2,Kailh Box Red V2,RGB,TRUE,Wired,Silver / White
Kensington Pro Fit Ergo Bundle,74.81,,,FALSE,Wireless,Black
Redragon K585 DITI,36.99,Outemu Blue,RGB,FALSE,Wired,Black
Keychron K2 Plastic,89.99,Gateron G Pro Brown,RGB,TRUE,Wireless,Black / Gray
Lenovo Preferred Pro,25.99,,,FALSE,Wired,Black
Kensington Pro Fit Wireless Media Desktop Set,39.97,,,FALSE,Wireless,Black
Keychron K2 Hot-swappable,0,Gateron Brown,White,TRUE,Wireless,Black / White
Cherry MX-Board 3.0 Keyboard,0,Cherry MX Brown,,FALSE,Wired,Black
Corsair STRAFE,0,Cherry MX Blue,Red,FALSE,Wired,Black
WASD CODE,0,Cherry MX Clear,White,TRUE,Wired,Black
EagleTec KG011,0,Outemu Blue,Blue,FALSE,Wired,White
Asus ROG Claymore,0,Cherry MX Red,RGB,FALSE,Wired,Black
Gigabyte AORUS K7,0,Cherry MX Red,RGB,FALSE,Wired,Gray
Adesso WKB-1000BB,0,,,TRUE,Bluetooth Wireless,Black
Keychron K2 Plastic,0,Gateron G Pro Red,White,TRUE,Wireless,Black / Gray
Ducky One 3 Matcha,0,Cherry MX Brown,,TRUE,Wired,Beige / Green
Akko 5087S Shine-Through,0,Akko CS Jelly Purple Tactile,RGB,TRUE,Wired,White
Keychron K5 SE,0,Keychron Optical Brown Low Profile,White,FALSE,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,0,Gateron G Pro Red Hot-swappable,,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Logitech MX Mechanical Mini,109.77,Kailh Choc V2 Blue,White,TRUE,Wireless,
Microsoft WS2-00025,89.99,,,FALSE,Bluetooth Wireless,Gray
Adesso WKB-1600CB,48.96,,,FALSE,Wireless,Black
Corsair K95 RGB PLATINUM UK,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Ducky One 2 Mini,0,Cherry MX Blue,RGB,TRUE,Wired,White / Black
SIIG JK-WR0T12-S1,21.88,,,FALSE,Wireless,Black
FNATIC miniSTREAK RGB,169.75,Cherry MX Brown,RGB,TRUE,Wired,Black
Perixx PERIDUO-303W,19.98,,,FALSE,Wired,White
HP QY776AA,29.47,,,FALSE,Wired,Black
Trust GXT 860 Thura,0,,RGB,FALSE,Wired,Black
Logitech Wireless Touch k400,0,,,TRUE,Wireless,White
Aula SHIHUNZAN,0,,Blue,FALSE,Wired,Black
Razer Blackwidow X Chroma,0,Razer Green,RGB,FALSE,Wired,Black
Cooler Master MasterKeys Pro S,0,Cherry MX Brown,RGB,TRUE,Wired,Black
Corsair K70 RAPIDFIRE,0,Cherry MX Speed Silver,Red,FALSE,Wired,Black
Asus TUF Gaming K7,0,Optical-mech Linear,RGB,FALSE,Wired,Black
Akko 5087S Shine-Through,0,Akko CS Jelly Purple Tactile,RGB,TRUE,Wired,Black
AZIO MK RETRO,89.99,Kailh Blue,,FALSE,Wired,Black / Silver
Microsoft QSZ-00001,43.99,,,FALSE,Bluetooth Wireless,Black
Das Keyboard 4Q,199,Cherry MX Brown,RGB,FALSE,Wired,Black
Cooler Master SK653,80.09,TTC Red Low Profile,RGB,FALSE,Bluetooth Wireless,White / Silver
HP Pavilion 500,129.96,Gateron Red,Multicolor,FALSE,Wired,Black
Keychron C2 Pro V1 Hotswap,84,Keychron K Pro Brown,RGB,FALSE,Wired,Black / Gray
AZIO Large Print Tri-Color Illuminated Keyboard,28.88,,Multicolor,FALSE,Wired,Black
Das Keyboard 4 Ultimate,179,Cherry MX Brown,,FALSE,Wired,Black
Das Keyboard 4 Ultimate,179,Cherry MX Blue,,FALSE,Wired,Black
Corsair K95 RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
Qisan Magicforce,62.99,Gateron Brown,White,TRUE,Wired,Black
Thermaltake Level 20 RGB Titanium,149.99,Cherry MX Speed Silver,RGB,FALSE,Wired,Silver / Black
Filco Ninja Majestouch-2,0,Cherry MX Brown,,TRUE,Wired,Black
Corsair K65 RGB,0,Cherry MX Red,RGB,TRUE,Wired,Black
Ducky One 2 RGB TKL,0,Cherry MX Red,,TRUE,Wired,Black
V7 CKU200US,28.33,,,FALSE,Wired,Black
DROP MDX-31827-12,220,Cherry MX Blue,RGB,TRUE,"Wired, Wired",Black
SolidTek KB-260ABU-SP,23.5,,,FALSE,Wired,Black
SteelSeries 6GV/2,0,Cherry MX Red,,FALSE,Wired,Black
Razer DeathStalker,0,,Green,FALSE,Wired,Black
HP HyperX Alloy FPS,0,Cherry MX Red,Red,FALSE,Wired,Black
SteelSeries Apex M750,0,SteelSeries QX2 Red,RGB,FALSE,Wired,Black
Cooler Master MK850,0,Cherry MX Red,RGB,FALSE,Wired,Black
Cooler Master CK550,0,Gateron Red,RGB,FALSE,Wired,Black
RK Royal Kludge RK71,0,RK Red,RGB,TRUE,Bluetooth Wireless,Black
Varmilo Miya68-C Panda R2,0,EC Sakura V2,White,TRUE,Wired,Black / White
Keychron V6 QMK Knob,0,Keychron K Pro Red,,FALSE,"Wired, Wired",Black
Keychron C1 Pro V1 Hotswap,79.98,Keychron K Pro Red,RGB,TRUE,Wired,Black / Gray
Cooler Master SK653,89,TTC Brown Low Profile,RGB,FALSE,Bluetooth Wireless,White / Silver
Keychron K3,0,Optical Blue,RGB,TRUE,Wired,Gray / Black
Logitech Y-UY95,79.99,,,FALSE,Wired,Black
Targus KB55,21.23,,,TRUE,Bluetooth Wireless,Black
Microsoft LXM-00001,100,,,FALSE,Wired,Black
TekNmotion Nibiru CK1,23.07,,Blue,FALSE,Wired,Black
Kensington Pro Fit Ergo,56.63,,,FALSE,Wireless,Black
MSI VIGOR,0,Kailh BOX White,RGB,FALSE,Wired,Black / Gray
Keychron C1 Pro V1,69.98,Keychron K Pro Brown,RGB,TRUE,Wired,Black / Gray
Adesso Antimicrobial Waterproof Flex Keyboard,15.8,,,FALSE,Wired,Black
Microsoft N9Z-00001,30.99,,,TRUE,Wireless,Black
Cougar Vantar,0,,RGB,FALSE,Wired,Black
Ducky One 2 Mini,0,Cherry MX Speed Silver,RGB,TRUE,Wired,White / Black
Velocifire VM02WS,0,Outemu Brown,White,FALSE,Wireless,Black
Keychron C1 Pro V1,59.99,Keychron K Pro Brown,White,TRUE,Wired,Black / Gray
Logitech K360,0,,,FALSE,Wireless,Silver
Corsair K65 LUX RGB,0,Cherry MX Red,RGB,TRUE,Wired,Black
Adesso AKB-138EB,55.99,,RGB,FALSE,Wired,Black
Razer BlackWidow Ultimate,0,Cherry MX Blue,Blue,FALSE,Wired,Black
Microsoft SIDEWINDER X4,0,,Red,FALSE,Wired,Black
SteelSeries 6Gv2,0,Cherry MX Black,,FALSE,Wired,Black
Cooler Master CM Storm QuickFire TK,0,Cherry MX Brown,White,FALSE,Wired,Black
Cooler Master CM Storm Devastator Gaming Bundle,0,,Red,FALSE,Wired,Black
Razer BlackWidow X Tournament Edition Chroma,0,Razer Green,RGB,TRUE,Wired,Black
HP HyperX Alloy FPS,0,Cherry MX Blue,Red,FALSE,Wired,Black
Logitech G512 CARBON,0,Romer-G Linear,RGB,FALSE,Wired,Black
Ducky One 2 RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
DROP CTRL,220,Kailh Halo Clear,RGB,TRUE,Wired,Silver / Black
Ducky Ducky One 2 SF RGB,0,Cherry MX Red,RGB,TRUE,Wired,Black
MSI Vigor GK71 SONIC,0,MSI Sonic Red,RGB,FALSE,Wired,Black / Silver
Logitech G715,0,GX Red,RGB,TRUE,"Wired, Wireless, Bluetooth Wireless",White
Rosewill NEON K52,22.99,,RGB,FALSE,Wired,Black
Zalman ZM-K400G,23.36,,Multicolor,FALSE,Wired,Black
Das Keyboard Prime 13,129,Cherry MX Brown,White,FALSE,Wired,Black
HP Z9N38AA#ABA,26.1,,,FALSE,Wired,Black
Logitech MK100,50.51,,,FALSE,Wired,Black
Logitech Wireless All-in-One Keyboard TK820,307.91,,,TRUE,Wireless,Black
Logitech MK520,48.78,,,FALSE,Wireless,Black
Deco Gear DGMECHBRD100,59.99,Outemu Blue,RGB,FALSE,Wired,Black
A4Tech KD-126,22.99,,Blue,FALSE,Wired,Black
Ducky ONE2 SKYLINE,0,Cherry MX Brown,,TRUE,Wired,Black
Das Keyboard 4C,139,Cherry MX Brown,,TRUE,Wired,Black
Cooler Master CK720 US,85.99,Kailh Box Red V2,RGB,TRUE,Wired,Gray / Black
SteelSeries APEX,199.99,,RGB,FALSE,Wired,Black
Qisan CCDY003COOT6,69.98,Cherry MX Brown,White,TRUE,Wired,Silver
Verbatim 98111,19.12,,,FALSE,Wired,Black
ROCCAT Horde AIMO,101.81,,RGB,FALSE,Wired,Gray
Das Keyboard 4 root,149,Cherry MX Brown,,FALSE,Wired,Black
Razer BlackWidow V4 Pro,0,Razer Yellow,RGB,FALSE,Wired,Black
Corsair K70 MAX RGB UK,0,Corsair MGX Steel Grey,RGB,FALSE,Wired,Black
Kensington 64370,11.99,,,FALSE,Wired,Black
SIIG JK-US0012-S1,14.99,,,FALSE,Wired,Black
Lenovo Preferred Pro USB Keyboard,0,,,FALSE,Wired,Black
Logitech MK120-TAA,0,,,FALSE,Wired,Black
Razer BlackWidow Chroma Call of Duty: Black Ops III Edition,199.99,Razer Green,RGB,FALSE,Wired,Black
Corsair K95 RGB PLATINUM DE,0,Cherry MX Speed Silver,RGB,FALSE,Wired,Black
V7 V7 Professional,20,,,FALSE,Wired,Black
Kinesis Gaming Freestyle Edge,209,Cherry MX Speed Silver,RGB,TRUE,Wired,Black
Apple MB110LL/B,0,,,FALSE,Wired,White
Kensington K64406US,34.58,,,FALSE,Wired,White
Cherry G80-8113LUVEU-2,299,,,FALSE,Wired,Black
Cooler Master CM Storm Quick Fire TK,0,Cherry MX Red,Red,FALSE,Wired,Black
Razer Blackwidow Tournament Edition,0,Razer Green,,TRUE,Wired,Black
Vortex POK3R,0,Cherry MX Brown,,FALSE,Wired,Black
Asus ROG Claymore Core,0,Cherry MX Red,RGB,TRUE,Wired,Black
Alienware AW768,0,Kailh Brown,RGB,FALSE,Wired,Silver
Logitech G413 Silver,0,Romer-G Tactile,White,FALSE,Wired,Silver
MSI VIGOR GK80,0,Cherry MX Red,RGB,FALSE,Wired,Black
Leopold FC980CEW,0,Topre 45g,,FALSE,Wired,Beige / Gray
Cooler Master CK530,0,Gateron Brown,RGB,TRUE,Wired,Black
Adesso AKB-160UB,35.57,,,FALSE,Wired,Black
Wooting Two Lekker Edition,0,Lekker linear65,RGB,FALSE,Wired,Blue / White
Razer DeathStalker V2,199.99,Razer Purple Low-Profile Optical Clicky,RGB,FALSE,Wired,Black
Asus TUF Gaming K3,0,Kailh Blue,RGB,FALSE,Wired,Gunmetal
Keychron V6 QMK,0,Keychron K Pro Red,,FALSE,"Wired, Wired",Black
Keychron K8,0,Gateron G Pro Brown,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Keychron C1 Pro V1,69.98,Keychron K Pro Red,RGB,TRUE,Wired,Black / Gray
Logitech Fold-Up Keyboard,15,,,TRUE,Bluetooth Wireless,Black
Ducky One 2 RGB TKL,0,Cherry MX Silent,RGB,TRUE,Wired,Black
Patriot Viper V765,79.99,Kailh BOX White,RGB,FALSE,Wired,Silver / Black
Corsair STRAFE RGB MK.2,0,Cherry MX Silent,RGB,FALSE,Wired,
Ducky Ducky One 2 SF RGB,0,Cherry MX Blue,RGB,TRUE,Wired,Black
Filco Ninja Majestouch-2,145,Cherry MX Red,,FALSE,Wired,Black
Tempest Diablo,0,Content Red,RGB,FALSE,Wired,Black
Kensington K72357US,32.21,,,FALSE,Wired,Black
Kensington Pro Fit Ergo,50.99,,,FALSE,Wireless,Black
Cooler Master SK653,119.57,TTC Brown Low Profile,RGB,FALSE,Bluetooth Wireless,Gray / Black
A4Tech 9300F,0,,,FALSE,Wireless,Black
Inland 70119,21.99,,,FALSE,Wireless,Black
Razer Pro Type Ultra - UK,0,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Razer Huntsman Gears of War 5 Edition,129.68,Razer Purple Optical Clicky,RGB,FALSE,Wired,Gray / Black
Logitech K800,0,,White,FALSE,Wireless,Black
Corsair Vengeance K70 RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
Corsair K70 RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K70 RGB,0,Cherry MX Red,RGB,FALSE,Wired,Black
Kensington Pro Fit,24.74,,,FALSE,Wireless,Black
Qisan CCDY003COOT7,69.98,Cherry MX Blue,Blue,TRUE,Wired,Silver
Ducky One 3 Matcha,124,Cherry MX Speed Silver,,TRUE,Wired,Beige / Green
Keychron K1 SE,0,Keychron Optical Red Low Profile,RGB,TRUE,"Wired, Bluetooth Wireless",Black / Gray
Logitech K200,0,,,FALSE,Wired,Black
Logitech G19,0,,Multicolor,FALSE,Wired,Black
Grandtec KEY-3000,0,,,TRUE,Wireless,Black
Dell 468-7408 Keyboard,0,,,FALSE,Wired,Black
Happy Hacking Professional 2,0,Topre 45g,,TRUE,Wired,Gray
Cooler Master CM Storm QuickFire TK,0,Cherry MX Blue,Blue,FALSE,Wired,Black
Ducky DK9008 Shine II,0,Cherry MX Blue,White,FALSE,Wired,Pink / White
Logitech Desktop MK120-TAA LOG920004218,39.61,,,FALSE,Wired,Black
Logitech G15,489.99,,Red,FALSE,Wired,Black / Gray
Logitech Corded Keyboard K280e,0,,,FALSE,Wired,Black
Razer Blackwidow 2014,0,Razer Green,,FALSE,Wired,Black
Thermaltake Commander Bundle,0,,Blue,FALSE,Wired,Black / Silver
Corsair STRAFE RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Black
Xtrfy XG1-R-LED-UK,0,Cherry MX Red,White,FALSE,Wired,Black
Razer Orbweaver Chroma Elite RGB Gaming Keypad,0,Razer Green,RGB,FALSE,Wired,Black
Tecware Phantom RGB TKL,0,Outemu Brown,RGB,TRUE,Wired,Black
Tecware Phantom RGB TKL,0,Outemu Red,RGB,TRUE,Wired,Black
ROCCAT Horde AIMO,99.99,,RGB,FALSE,Wired,White / Black
Razer BlackWidow Elite,0,Razer Yellow,RGB,FALSE,Wired,Black
ROCCAT Suora FX,248.32,Cherry MX Brown,RGB,FALSE,Wired,Black
Corsair K65 RGB MINI BUBBLEGUM POP,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Pink / White
Corsair K65 RGB MINI WATERMELON BLAST,0,Cherry MX Speed Silver,RGB,TRUE,Wired,Pink / Green
Razer Pro Type Ultra - DE,0,Razer Yellow,White,FALSE,"Wired, Wireless, Bluetooth Wireless",White / Gray
Keychron C3 Pro,0,Keychron K Pro Brown,Red,FALSE,Wired,Black / Red
Corsair K70 RGB PRO UK,0,Cherry MX Red,RGB,FALSE,Wired,Black
SteelSeries Apex M500,0,Cherry MX Red,Blue,FALSE,Wired,Black
Corsair K70 RGB MK.2,0,Cherry MX Blue,RGB,FALSE,Wired,Black
Logitech K750,51.99,,,FALSE,Wireless,Black
IOGEAR Kaliber Gaming,39.99,,,FALSE,Wireless,Black
Adesso SlimTouch 120 - 3-Color Illuminated Compact Multimedi,31.48,,Multicolor,FALSE,Wired,Black
Cherry G80-1800 Keyboard,98.07,Cherry MX Black,,FALSE,Wired,Gray
Razer BlackWidow Ultimate,169.68,Razer Green,Green,FALSE,Wired,Black
Kensington Pro Fit,29.99,,,FALSE,Wired,Black
Logitech Call of Duty: MW3 Edition,142.99,,Green,FALSE,Wired,Black
Perixx PERIBOARD-409H,24.99,,,FALSE,Wired,Black
Adesso WKB-1330CB,21.99,,,FALSE,Wireless,Black
Logitech MX KEYS S,107.9,,,FALSE,"Wired, Wireless, Bluetooth Wireless",Gray
Corsair Vengeance K60,0,Cherry MX Red,,FALSE,Wired,Black / Gray
i-rocks KR-6421-WH,24.99,,,FALSE,Wired,White
Thermaltake Knucker Team DK Edition,24.99,,,FALSE,Wired,Red / White
Kensington K72357USA,32.21,,,FALSE,Wired,Black
Corsair K70 RGB MK.2,0,Cherry MX Silent,RGB,FALSE,Wired,Black
Logitech K360,0,,,FALSE,Wireless,Black
Ducky One 2 Mini,0,Cherry MX Silent,RGB,TRUE,Wired,White / Black
HP Link-5,28.99,,,FALSE,Wireless,Black
Kensington Pro Fit Ergo,50.77,,,FALSE,Wireless,Gray
Cooler Master SK620,57.28,TTC Brown,RGB,TRUE,Wired,Silver / White
Cooler Master CK720 US,99.99,Kailh Box Brown V2,RGB,TRUE,Wired,Gray / Black
Adesso AKB-110W,26.53,,,TRUE,Wired,White
V7 KC0A2-4L3P Keyboard,19.48,,,FALSE,Wired,Black
Zalman K400G,23.36,,Red,FALSE,Wired,Black
Corsair Raptor K40,79.72,,RGB,FALSE,Wired,Black / Silver
Corsair Vengeance K70,0,Cherry MX Brown,Red,FALSE,Wired,Black
Cherry G83-6104,0,,,FALSE,Wired,Gray
Corsair K66,0,Cherry MX Red,,FALSE,Wired,Black
Ducky Shine 7 RGB,0,Cherry MX Brown,RGB,FALSE,Wired,Gray
